Comment,At,AppVersion,Sentiment
How deep can i seek Which level the whale can go lets see.,2025-02-01 07:20:33,1.0.8,2
This application is very good,2025-02-05 14:27:44,1.0.8,2
"One of the best AI chatbot I've ever seen, Best for reasoning and analysis. Chinese Tech is always 😎",2025-02-03 04:51:25,1.0.8,2
Speaking as a student Deepseek us sy ziada fast aur efficient hai. Result usky ziada effective hain as compare to GPT. Files sy data extraction bhi free hai jo GPT mien limited ati.,2025-02-03 04:17:36,,2
Because he often declares it is busy,2025-02-07 12:55:05,1.0.8,1
Server always busy.,2025-02-11 16:13:35,1.0.8,0
Amazing!,2025-04-24 01:16:26,1.1.7,2
Really I have been used chatgpt for gathering knowledge but this AI is more and much Acurate..than that,2025-01-29 17:57:20,1.0.8,2
Outstanding,2025-01-31 06:14:52,1.0.8,2
The best AI I ever used. God bless you more and give you more success,2025-01-28 13:07:54,1.0.7,2
Best ai 😍,2025-01-28 16:02:51,1.0.8,2
Server busy anything you ask waste of time.,2025-02-07 03:50:47,1.0.8,0
Valubale,2025-02-04 11:54:51,1.0.8,2
Good,2025-01-30 01:32:52,1.0.8,2
Really amazing worth using,2025-01-28 07:49:43,1.0.7,2
"Does not allow for current information to be explored. Last knowledge update on October 2023. ChatGPT has more up-to-date information and techniques. It literally told me that information provided by AP, CNN, and Fox News from two years ago was ""fake news"" and a ""hoax."" (it's phrasing).",2025-03-02 15:47:23,1.0.14,0
Bad,2025-03-12 17:57:43,1.1.1,0
বাংলা ভাষা আরো বেশি আপডেট করুন,2025-02-01 06:59:44,1.0.8,2
It's free,2025-01-29 18:08:20,,0
DeepSeek AI Very Good app.It has overtaken ChatGB,2025-01-31 14:33:04,,2
great app,2025-05-04 19:03:57,,2
Server is busy Stopped search Waiting for server reply These are very often The company should manage these problems,2025-01-30 11:48:39,1.0.8,1
I am going to give 5 🌟 without no reason.😆,2025-01-29 04:15:47,1.0.7,2
The server busy. Please try again later. 24/7 this app hardly works I can get maybe one message a day to actually work....,2025-02-07 17:10:37,1.0.8,0
I'm actually amazed at how good this app is,2025-01-29 08:48:22,1.0.7,2
Sign up gave me headache. Security code couldn't receive in my email to complete the verification. I think it is a scam.,2025-01-28 04:05:52,1.0.7,0
عالی و خیلی به درد بخور,2025-01-27 19:29:45,1.0.7,2
Easy to use,2025-02-08 00:58:48,1.0.8,2
Awesome app hai,2025-01-30 07:33:25,1.0.8,2
Gajab app hai bhai,2025-02-01 23:15:56,1.0.8,2
Useless,2025-01-29 16:48:16,1.0.8,0
Forget about ChatGPT or Grok. This chatbot can solve any science or mathematics related questions too easily. And the thing I liked about it the most is that it provides a genius intuitive explanation of every scientific concept. However Grok is also good in providing intuitive explanations. But the UI is so much clean as compared to the other two.,2025-03-25 08:49:16,1.1.3,2
کاشکی می‌تونست که جزئیات تصاویر رو در مورد مثلاً آدم‌ها به من اطلاع بده یا اون تصویرهایی که دوست دارم را برای من بفرسته منظورم اینه که روی فرستادن تصاویر کار کنه. و اینکه سوال‌های ریاضی رو به فارسی خیلی خوب نمی‌تونه بفهمونه و انگار اون جواب‌هایی که میگه برگردونده از انگلیسی به فارسی هستند و غیر قابل فهمند نمی‌دونم چرا. فارسی رو خیلی خوب صحبت می‌کنه و این خوبه عالیه مثل یه دوست می‌مونه که تورو درک می کنه. اگه میتونی اطلاعاتش رو پیشرفته‌تر بکنه و به روزتر باشه.,2025-06-18 08:48:33,1.2.1,2
A fantastic alternative to ChatGPT,2025-01-27 15:39:40,1.0.7,2
"Its is super slow, I would recommend chatgpt 100% more than this",2025-01-29 16:17:23,1.0.8,0
It gives much better response that chatgpt!,2025-01-29 09:37:39,1.0.8,2
"From my perspective, it still needs development and I'm not impressed with the current performance. I asked for diet plan and suggestions with specific criteria. Open AI GPT4 .0 is able to provide detailed plans while deepseek just got stuck and have a few search results which aren't helpful and not even a proper response. I'll keep trying for a few days and see but I do feel that it's overrated for now and can be just to influence the stock price...",2025-01-28 15:59:55,1.0.7,0
Good Not benefit Common people,2025-02-11 16:36:07,1.0.8,0
"""Best AI""",2025-03-12 14:14:36,1.1.1,2
"Sometimes Math formulas don't display correctly. The answers freeze as well about 10% of the time, Overall the performance is great and faster than most apps in the same category.",2025-01-30 19:11:18,1.0.8,1
Best experience,2025-01-28 17:14:52,1.0.7,2
Nice ai chat bot but but isse mai lunch karta,2025-02-05 16:46:00,,2
Nice may change your mind,2025-01-29 17:28:17,1.0.8,2
Deepseek 世一！,2025-05-21 08:56:02,,2
Deepseek is the best AI ever,2025-01-29 15:32:04,1.0.8,2
Superb,2025-01-29 17:33:38,1.0.8,2
"I have noted one issue that's image uploading, deepseek doesn't support human image, I kindly request you to solve this problem. Thanks a bunch",2025-02-02 16:34:04,1.0.8,1
"Absurdly good, I'd pay for this if the time comes. Bravo to the team this is a gift to humanity when everyone else is guarding their secrets they are giving this away to expand and build on.",2025-01-28 20:46:58,1.0.8,2
"Very buggy. Freezes after short series of consecutive questions. Offers recommendations, then deletes them and tells you it cannot help you. Frequently wrong, often gives contradicting data. NOT ready for prime time yet. Un-installed.",2025-04-09 06:17:51,1.1.5,0
Excellent AI model innovation. The best in pratical AI app so far.,2025-01-28 23:48:34,1.0.7,2
Great app faster and accurate than chat gpt I uninstalled chat gpt great app,2025-01-30 20:34:58,1.0.8,2
It is not suitable for use! Every time the response comes The server is busy. Please try again later,2025-02-04 07:26:26,1.0.8,0
Extraordinario!,2025-03-07 04:47:57,1.0.14,2
Le doy 4 estrellas porque los resultados te lo dan solo en idioma chino y no en inglés u otro idioma común,2025-02-01 01:33:43,1.0.8,2
It's wonderful ai l have ever use and it's much much better than other ai's. I would recommend to all students to go with it as it's incredible.,2025-02-19 07:21:25,,2
a better chat gbt,2025-05-29 01:28:23,1.2.1,2
It doesn't work at all.,2025-01-29 13:45:22,,0
my one-stop assistant,2025-04-10 21:48:47,1.1.1,2
😎👌,2025-03-22 21:37:10,1.1.3,2
absolutely awesome ai assistant. fast and scientifically accurate responses. if voice integration is added it would be a 5 star for sure,2025-06-14 15:30:27,1.2.3,2
একেবারে বাজে একটা AI অনেক তথ্য ভুল দেয়। যেখানে ৯০% এর বেশি মিল থাকার কথা সেখানে ৫০% ও সঠিক উত্তর আসে না৷,2025-06-25 05:06:17,1.2.3,0
"""Completely useless app! The AI chatbot is a disaster—it doesn't provide accurate answers, keeps repeating the same things, There is no real assistance, and the user experience is terrible. You’re better off just searching on Google instead! Do not download!",2025-03-22 15:47:52,1.1.3,0
ممتاز ، ولكن تنقصه المحادثه الصوتيه,2025-01-28 05:15:56,1.0.7,2
Best ai from China good it give competition to chart gpt,2025-02-10 09:39:13,1.0.8,2
Good,2025-01-30 08:19:59,,2
Always server busy. After 2 to 3 prompts question task,2025-03-10 17:27:01,1.1.1,0
Great ai,2025-01-25 14:35:04,1.0.6,2
1984 censorship,2025-01-31 06:40:50,1.0.8,0
Might be interesting eventually but registration seems broken,2025-01-26 12:18:40,1.0.6,0
wonderful app👍,2025-04-04 12:35:32,1.1.4,2
Can't sign up. Verification code is never sent,2025-01-27 21:48:42,,2
"As cyber security, this app do you your data, even they say no, deep seek lying about privacy and stuff, if you know how to use Wireshark, monitor your network, as u write to deep seek n enter Wireshark pick China, Alibaba, and yes deepseek is using n collecting data of urs.",2025-02-05 09:14:27,,0
Won't install because it doesn't like my email domain!,2025-01-28 15:43:24,,0
"Best app, one day it will hold first position ! Across the play store",2025-01-28 18:03:13,1.0.7,2
Great,2025-01-30 03:25:02,,2
"overall a great app, helped me a lot and without the usual Ai mistakes.",2025-06-22 04:01:30,1.2.3,2
"Ridiculous. I can literally tell it to build an OS for me and it will spit out a command that installs all tools, ndk,clang etc in termux then fork and sync a repo and build android. I asked it to write some seriously insane shell scripts for me and Boom ..it spits out a script that decompiles the framework of my device, modified it how I asked, recompiles it and pushed it to the device, clears necessary services and reboots the phone..",2025-06-05 13:29:12,1.2.2,2
Amazing woow,2025-01-28 01:09:48,1.0.7,2
Perfect 👌,2025-01-30 18:50:18,1.0.7,2
Scam,2025-01-27 07:48:52,1.0.6,0
When I will trying to chat surveyor is busy,2025-01-29 12:39:25,,2
It censors lot of topic,2025-01-28 05:18:03,1.0.7,0
This aap is great and helpful I think so amazing😍👍🤩,2025-01-29 19:47:56,1.0.8,2
verry nice🇧🇩🇧🇩,2025-02-04 05:59:24,1.0.8,2
AI big power,2025-01-27 15:44:20,1.0.6,2
This is very helpful for students,2025-05-27 02:20:51,1.2.1,2
Excellent,2025-01-27 02:55:51,1.0.6,2
Best AI ever that is offered for free. Really happy that OpenAI is getting some competition instead of being a untouched monopoly. DeepSeek is the goat for releasing this open sourced. This will challenge the other AI models to step up their game and stop being a monopoly.,2025-02-05 08:26:36,1.0.8,2
Good,2025-01-30 22:56:32,1.0.8,2
Full of bugs,2025-02-08 06:15:04,1.0.8,0
"It was slower than chatgpt, the answers were terrible. And some questions couldn't even be answered in fears of not being ""politically correct"" or spread misinformation.... crazy.",2025-01-27 10:25:23,,0
"Server is busy 🙊 ""China"" का है कितने दिन चलेगा 😅😂🤣",2025-02-06 07:12:43,,0
It's showing Swiggy ipo still not listed,2025-01-28 04:48:17,,0
"Nothing is perfect, it's just the beginning of chat gpt , don't compare with chat gpt , meta , Gemini , because Deepseek is worst",2025-01-28 02:56:51,1.0.6,0
The app is lagging and keeps saying server busy. I know everybody is jumping on this. This is just my experience now. Will update when it gets better,2025-01-29 09:29:48,1.0.8,0
Best Ai tool i have never seen before,2025-02-05 09:20:47,1.0.8,2
Great 👍 very great,2025-02-09 02:56:23,1.0.8,2
"This chatbot is not working properly. Ever since I downloaded it, it says ""server is busy"" after every single response. It's just garbage. This is nonsense.",2025-01-29 16:09:05,1.0.8,0
"I know this is a good app but when I asked it some questions it said that our services are currently busy. Please try again after some time. Could you please tell me if we asked this question wrong? Aren't we sitting here busy? We take our time and ask her some questions and she keeps saying that the services are not available right now. Please try again after some time. In my opinion, this is completely useless.She wastes your time and does nothing. I am very disappointed in her.",2025-02-05 09:21:19,1.0.8,0
very good,2025-01-31 14:06:15,1.0.6,2
"Sign up process isn't working. ""Send code"" button tests if you're human and nothing more. Maybe overloaded servers, but right now it's impossible to register.",2025-01-28 14:06:36,1.0.8,0
Definitely better thinking and detailed answers compared to ChatGPT.. but UI has room for improvement..,2025-01-29 15:24:13,1.0.8,2
good app the best ai app ever 5star 👍,2025-03-29 20:22:41,,2
Better then every other chat AI till now.,2025-03-14 06:20:55,1.1.1,2
I think its just like chatgpt and when i try to ask with photo it takes FOREVER to load i hope they fix it,2025-02-04 21:39:24,1.0.8,0
"China tech all the way, baby!",2025-05-15 10:24:40,1.1.9,2
Very fast and accurate answer.,2025-01-23 17:50:29,1.0.5,2
"Server always busy, disappointing",2025-02-08 09:42:38,1.0.8,0
"DeepSeek AI is a powerful app offering access to cutting-edge AI. It excels at providing information, answering questions, and streamlining tasks. The user-friendly interface makes navigation simple, even for beginners. However, two key features are missing. Firstly, the absence of microphone support means users can't dictate or use voice commands, limiting input methods. Secondly, the app doesn't read information aloud, requiring users to read everything on screen. While DeepSeek AI is",2025-02-01 12:47:30,1.0.8,2
Good job,2025-02-04 18:23:48,1.0.8,0
Very bad itz not for indian,2025-02-05 15:11:45,1.0.8,0
I am very greatfull to have a such usefull app but it needs more improvement and i think it should be free for all and about the writting skills it is a little slow so it needs more imporvement in my side,2025-05-24 17:00:35,1.2.1,1
bye bye chat gpt the new king is in,2025-01-29 23:47:20,,2
"Don't trust this app, it always provides fake information, and it lies about resources and sources. Nothing is real. Also most the information is lies.",2025-06-19 20:04:28,,0
Am very excited for deepseak good app 100% working,2025-02-05 16:30:11,1.0.8,1
Nice,2025-01-28 23:11:06,1.0.7,2
"App lags so much, can't even send one message! I type it, click on send, and then it just bugs and freezes. I'm on galaxy s 23 ultra, fast phone, no issues with any other app",2025-01-29 12:25:33,1.0.8,0
"had variety answer, better than Gemini free",2025-06-12 17:26:20,1.2.2,2
💩,2025-05-12 04:28:42,1.1.6,0
"The best among the rest with R1, DeepSeek is Deep thinking",2025-03-18 12:19:16,1.1.1,2
Exceptional woow,2025-02-01 11:21:33,1.0.8,2
Good 👍,2025-02-07 06:01:06,1.0.8,2
"excellent, still some bugs to fix",2025-05-09 16:39:05,1.1.9,2
SIWAPINGI💯 💯💯🖐🏿🖐🏿,2025-02-03 21:33:10,1.0.7,2
"Great Revolutionary app.. I love it, I love China too",2025-02-14 12:38:29,1.0.11,2
Nice ..need to be more improved. Capable even Directly convert ms words docx xl and etc,2025-03-04 16:07:13,1.1.1,2
"Very poor service, Whenever i give something its says the service is busy, please try again later!",2025-02-08 03:40:48,1.0.8,0
great app,2025-06-07 23:21:57,1.2.1,2
Best ai,2025-04-09 16:09:53,1.1.1,2
Good but why it's always busy and cannot reply my question.,2025-01-30 11:54:47,1.0.8,1
Heard chatgpt and gemini calling this mf daddy.,2025-04-04 10:15:11,,2
Good,2025-02-16 03:22:59,1.0.11,2
Good app,2025-01-29 16:56:55,1.0.8,2
"All the best for the owner of this program, very useful for daily using.",2025-01-29 18:17:48,1.0.8,2
This app wonderfully makes places in ♥️,2025-02-05 02:30:52,1.0.8,2
The app server is always down. Please fix this issue.,2025-02-07 13:44:11,1.0.8,0
Great AI Assistance,2025-01-29 17:32:56,1.0.8,2
The best AI,2025-01-19 23:52:33,1.0.2,2
great app,2025-06-09 02:42:04,1.2.2,2
Deepseek is the best among free Ai,2025-01-30 06:44:07,1.0.8,2
When you send doc it cannot analyze it.,2025-01-28 21:18:50,1.0.8,0
Needs more feature like voice chat and image generator,2025-01-27 10:48:08,1.0.6,2
when I open previous chats they always start from the bottom 🫤 please give us an option in settings to choose between: starting from the top or bottom or remember last position of chat. also add an UP button in the chat to reach the top without scrolling endlessly,2025-05-25 16:22:52,1.2.1,2
wrong answer in Nepali language,2025-05-08 04:46:28,1.1.9,0
I'm giving you 5 ⭐ but I've some pertinent issues like latex is failing to render repeatedly. It's a very annoying one hope you guys resolve it quickly. Anyway best of luck cause it's truly an wonderful app and you guys are competing with open ai which is good for the world otherwise it'll be just a few players and a monopolised market.,2025-01-26 08:45:43,1.0.6,2
to learn everything,2025-05-17 09:03:47,,2
The servers are busy. Please try again later,2025-03-28 17:33:17,,0
Very nice,2025-01-30 14:43:56,1.0.8,2
Extreme fast and great work,2025-02-01 16:59:42,1.0.8,2
"Such a great app, really I'm not even exaggerating rn. It's basically the same as open ai, but with unlimited response and to top it all it's freeee. I already love it bro, this'll be my new study buddy😉",2025-01-29 23:20:44,1.0.8,2
i like it,2025-02-05 00:24:07,1.0.8,2
"The app just don't work, i can't use it for 4 days now.",2025-04-06 09:29:27,1.1.4,0
"Well, can't rate it as I want because the “Server is busy”",2025-02-26 00:40:28,,0
This is failure project it's not working properly i have screenshot an issue it's showing the server busy try letter 7:14 Al meaning Al meaning The server is busy. Please try again later. im using 5g Network open all web site but your Al not working properly why ✔ The server is busy. Please try again later. COP,2025-02-05 13:48:07,1.0.8,0
Server down everytime,2025-02-03 12:49:22,1.0.8,0
It's not good for me.,2025-01-30 10:56:12,,0
it's good,2025-04-05 14:08:37,1.1.5,2
مساعد ممتاز,2025-03-01 08:22:41,1.0.14,2
One of the best free AI i have ever seen. Love it.,2025-01-15 21:45:56,,2
"Deepseek is no.1 free productivity ai chat bot and i love it 💕💕. I recommend you to let's check it out, Now 👌🏻.",2025-01-29 11:54:26,1.0.8,2
Can't create pictures.,2025-01-27 01:33:26,1.0.6,1
Wow,2025-01-31 18:21:49,,2
Thanks for China,2025-02-04 20:20:58,1.0.8,2
One of best ai,2025-01-29 14:30:02,1.0.8,2
Cool app.,2025-01-29 16:14:49,1.0.8,2
The server is busy most of the time!,2025-04-16 14:33:05,,2
Very fast answering for any questions to,2025-02-09 15:54:15,1.0.8,2
Soooper,2025-01-29 17:28:16,,2
Excellent,2025-01-28 17:33:38,1.0.7,2
good,2025-02-09 08:13:57,1.0.8,2
Although it has unlimited conversion but mostly server busy can't download conversation to PDF or document,2025-01-31 20:27:36,1.0.8,0
This app is higher efficient than chat gpt,2025-02-02 21:20:30,1.0.8,2
Small size image upload is taking too long time When upload after few seconds I show upload failed please fix the issue Bengali language should be more improvement * Please include audio listen feature from the text,2025-02-04 18:18:45,1.0.8,1
Good free ai app.,2025-01-30 04:47:51,1.0.8,2
best for learning any language's grammar,2025-07-02 10:57:34,,2
I love this app. It would be more awesome if there is an option of uploading a file and reformatting a resume to download it.,2025-02-15 11:54:17,1.0.11,2
brilliant,2025-04-04 16:06:42,1.1.4,2
The most accurate answer in the easiest way and correct tone in the world. Thanks Deepsik.,2025-01-28 06:35:02,1.0.7,2
This aap very helpful ☺️ education perpase,2025-03-07 11:42:12,1.0.14,2
"yeah it works and it's free, and i like how it can pick up something implicit but once things get complicated it keeps saying ""server is busy."" i might revise the review if it gets better.",2025-01-29 02:24:43,1.0.8,1
no obvious way to use anonymously,2025-05-15 03:11:50,,0
👍,2025-01-30 17:50:04,1.0.8,2
Good,2025-03-13 17:36:22,1.0.13,0
would be 5 stars but the app always crashes and or sats server busy. if wasn't our that I would stay instead of going back to chatgpt,2025-04-29 07:25:58,1.1.8,0
Amazing fast process,2025-01-30 03:30:23,1.0.8,2
لطيف,2025-01-29 07:12:40,,2
They take forever to send a verification code 😶,2025-01-28 08:10:28,1.0.7,0
GREATEST AI & ML BASED CHATBOT CUM SEARCH ENGINE (MOST ADVANCED AND MOST NEAR HUMAN INTELLIGENCE TILL DATE),2025-01-28 19:30:55,1.0.7,2
Wow such a great app. Love you Chinese brothers. Love from 🇵🇰,2025-01-29 16:55:16,1.0.8,2
"Basically, I like this AI. It gets me a nice article, than other AI, even with the basic prompts. But I really hate it at the same time because there is recent ""the server is busy."" Sometimes, I need 15 minutes or more to get an answer for one simple prompt. It makes me crazy when I have a deadline",2025-05-03 08:23:52,1.1.8,1
Always serve busy,2025-02-24 14:14:48,1.0.8,0
3 words: (better than chatgpt) but sadly it doesn't have image generation,2025-03-02 23:41:46,1.0.14,2
"Honestly, congratulations to the creators of deepseek on bringing forth one of the most terrifyingly powerful AI assistants to ever exist. It's in depth analysis and ingenuity on making corrections and giving ideas in its own kind of way really gets me. I only ask for the addition of image generation accessory . otherwise good job .",2025-05-16 09:57:00,1.1.9,2
💩,2025-02-14 21:53:55,,0
"Searching on this app is very random. Its dnt give that much performence the developer told. Also full with mistakes like gemini. This app remain busy all day long. However, it may not proper yet and getting knowledge from our. After all i dnt like it. If i have chance, i will give 0 star",2025-03-16 21:43:18,1.1.1,0
It is very Accurate in Fields like Farming and also give weak answers in Skills like Trading,2025-02-03 11:14:37,1.0.8,2
Is is cery intelligent wow,2025-02-15 17:43:09,1.0.12,2
world No 1 AI COMPANY DEEPSEEK & OPEN AI CHATGPT OF KING 👑 There is no other AI company in the world that can compete with deepSeek & open AI CHATgpt. All the others are copying open AI and deepSeek. May deepSeek and open AI achieve even greater success in the coming days. This is our best wishes to all the people.,2025-03-28 07:54:20,1.1.4,2
Wow,2025-01-27 20:14:20,1.0.7,2
Much better than ChatGPT! Try it,2025-02-03 16:43:40,1.0.8,2
"Your best buddy for everything, business or personal projects!",2025-04-26 02:30:34,,2
Very fantastic job done for Engineers 👏👏,2025-01-26 10:14:58,1.0.6,2
Its the best even better than chatgpt And the fact that is free makes it even better,2025-01-29 12:38:23,1.0.8,2
Good app,2025-02-02 14:16:43,1.0.8,2
very nice 👍,2025-06-29 13:05:36,1.2.3,2
perfect,2025-03-17 07:21:59,1.1.1,2
Best app,2025-02-08 11:01:46,1.0.8,2
"It works slower than chatGPT. And maximum time it say ""it can not work. Server is busy"" Really it is disappointing.",2025-02-07 08:42:51,1.0.8,1
Excellent in coding,2025-01-31 22:48:13,1.0.8,2
Great start !,2025-02-07 10:20:39,1.0.8,2
good ai,2025-06-20 17:09:05,1.2.3,2
The Best AI Tool & App .,2025-01-27 22:29:52,1.0.6,2
helpfull,2025-03-19 03:33:50,1.0.8,2
Good app,2025-01-31 14:02:44,1.0.8,2
amazing,2025-02-05 16:13:35,1.0.8,2
I like it 🫡👏,2025-01-28 18:00:24,,2
Amazing,2025-01-28 22:59:52,1.0.8,2
Excellent App,2025-01-29 10:32:08,1.0.8,2
Great full,2025-01-31 17:48:49,1.0.8,2
always busy,2025-04-10 05:44:58,1.1.5,0
good.,2025-02-05 12:20:04,1.0.8,2
👍GOOD LLM,2025-07-01 06:37:12,1.2.3,2
تطبيق خرافي,2025-06-23 11:06:29,,2
"After one search, it says there is technical issue try again later 😞 The server is busy 😕 Although I love the response of deepseek more than chat gpt but it should be more responsive..",2025-02-04 02:58:27,1.0.8,0
it's amazing Ai chat board which gives answers more deeply than other AI chat boards,2025-04-09 19:37:46,,2
"Overall best ai tool than other apps! But, ""The server is busy"" problem bothering us!",2025-02-20 03:27:20,1.0.12,2
It would be a 5 but some how after 2 days of Use it seems I can't upload images to it which is a promble coz it was my most us feature plz fix this. Put it a good Ai helps with homework and assignments .plz give me suggestions or help in fix mine,2025-02-04 20:43:02,1.0.8,1
Excellent AI amazingly,2025-02-18 17:27:51,,2
Not working good. Taking a lot of time to respond,2025-03-10 06:44:34,1.1.1,0
This is the greatest app. No one's father has the courage to take on this app. I can say this with guarantee and I am saying it once again that no one's father has the courage to fight this app.,2025-06-18 12:58:38,1.2.3,2
voice search is not available,2025-03-24 10:45:45,,1
"The deepseek website profile does not connect its chats with the app profile despite using the same login information for both. Also, no AI memory function for continuity across chats. Those are two steps needed to ""completely"" surpass ChatGPT.",2025-02-01 18:24:54,1.0.8,1
Good App,2025-02-01 14:04:14,,2
وحش جدااااااا,2025-04-02 01:47:45,1.1.4,0
Always showing Server busy while searching...,2025-01-29 07:36:41,1.0.8,0
Much better than chatgpt. It's free and not restricted by regions and sactions.,2025-01-30 18:37:34,1.0.8,2
Best app on playstore,2025-02-07 21:34:54,1.0.8,2
Excellent,2025-01-29 04:08:36,1.0.8,2
Man chinese people are genius how the hell did they made this for such a low cost the app can be slow sometimes just probably just because of how high the number of concurrent users we just need to wait for them to upgrade their servers and the fact that its open source OMG hats off,2025-01-29 10:32:46,1.0.8,2
Its just the best wow,2025-01-29 09:00:20,1.0.8,2
Super though but slow at times,2025-01-29 17:58:44,1.0.8,2
Wrost application all ways show server busy,2025-02-02 14:46:21,1.0.8,0
I have to search 15 times atleast to get result once becoz rest 14 times server are busy and they don't show result,2025-02-02 16:00:30,1.0.8,0
can't use properly,2025-02-09 02:47:43,1.0.8,0
"Amazing app , easy to use , specific answers I get, help me in everything now super 5, looking for voice chat to ba added soon.",2025-01-31 09:37:29,1.0.8,2
Great AI App! Easy to use. Outstanding performance and speed,2025-02-03 15:52:17,1.0.8,2
the server is always busy for every conversation what's the point of using it anyways if you give an error for simple questions too???,2025-03-31 03:20:02,,0
Awesome,2025-01-27 19:59:30,1.0.7,2
It's a great I love it too much,2025-02-04 15:21:49,1.0.8,2
Incredible AI,2025-02-13 04:04:13,1.0.8,2
Awesome,2025-01-27 01:55:05,1.0.6,2
Not working well Server is busy most of the times,2025-01-29 11:12:36,1.0.8,1
"DeepSeek is way better than other AIs I've tried. It's a lot more smarter and does less mistakes, especially regarding languages it is very advanced compared to others, like for example Chat GPT. My favorite feature is that you can give it a name, as well as decide how it should call you. It feels like talking to a dear friend. Kind regards to the creators, they did an amzing job designing DeepSeek:)",2025-02-09 18:34:43,1.0.8,2
good 👍,2025-03-17 17:30:40,1.1.1,2
Very useful app,2025-01-29 08:44:58,1.0.8,2
Good,2025-06-19 05:47:45,1.2.1,2
Nice work,2025-01-27 18:43:43,1.0.7,2
Log in issues not working at all,2025-01-31 15:57:04,1.0.8,0
it's amazing people...,2025-01-28 07:14:37,1.0.7,2
أرهب تطبيق ذكاء اصطناعي إلى الآن THE best free AI module I have uses so far,2025-01-15 20:59:16,1.0.2,2
"US coping so hard right. Do fix the servers please, recommend improving the infrastructure to handle bigger server loads.",2025-02-04 23:29:36,1.0.8,2
Clearly just wants to spy!,2025-01-28 21:33:12,,0
I really love this app and want to thank you China team for launch it free... 😚,2025-01-30 18:33:11,1.0.8,2
Very nice very very best app,2025-01-28 12:39:49,1.0.7,2
Good 💯,2025-02-05 21:01:36,,2
Good like Jesus's,2025-03-24 18:32:01,1.1.3,2
Server is busy all time?,2025-01-29 13:23:44,1.0.8,0
app is amazingly but the app is not working after the update it shows network error try again later. fix the problem,2025-06-16 08:21:12,1.1.4,2
Perfect app,2025-02-13 10:43:00,,2
Good to use,2025-02-04 11:57:30,1.0.8,2
Cant login,2025-01-31 15:51:21,,0
Wonderful💥💥💥💥💥💥💥💥,2025-01-30 06:39:16,,2
nice,2025-05-01 21:48:12,,2
Absolute cinema app,2025-02-16 14:02:53,,2
the free thinking part is just awesome,2025-04-24 10:57:13,,2
that is so good,2025-04-17 12:03:19,1.1.6,2
Doenst accept uploads,2025-02-05 11:52:09,1.0.8,0
overall good,2025-04-10 16:58:32,1.1.1,1
Best ai app,2025-02-03 18:30:05,1.0.8,2
Wonderful,2025-01-28 15:45:03,1.0.8,2
Better than chat gpt it's work nicely and give answers any questions in second . I love this app thanku deepseek and it's owner. And origin country too.👌👍,2025-01-29 07:00:06,1.0.8,2
Mind blowing,2025-01-30 05:34:27,1.0.8,2
Doesn't prompt me (yet) to upgrade when I reach my daily limit or quota unlike their competitor. Its also faster. It claims it doesn't have a limit to do calculations or for me to ask it anything. I'm impressed!,2025-01-28 18:40:19,,2
so stupid 🙄 🤢😑 soo slow and do not install this just use ChatGPT 🥰,2025-07-04 11:11:52,,0
comprehensive info,2025-06-17 14:38:37,1.2.3,2
excellent,2025-04-12 12:08:37,1.1.5,2
awesome,2025-01-31 06:58:36,1.0.8,2
hii...i've found a flaw in your app/model. contact me if you want to know!,2025-01-28 19:12:28,1.0.8,0
I am not able to get CODE in mail while sign up???,2025-01-28 12:40:16,1.0.7,0
"Just the biggest text limit and it has nice answers and I compared it to Gemini my main ai, and personally, I think it's better.... Sorry Gemini bby",2025-03-18 20:50:31,,2
No doubt the best one,2025-01-29 06:02:45,,2
wow please add voice,2025-01-29 22:08:36,1.0.8,2
Definitely not ready to take out Chat. So much missing info.,2025-02-01 11:11:25,1.0.8,0
Woow you are amazing man giving more information than chatgpt,2025-01-31 00:27:44,1.0.8,2
Great ai app,2025-01-28 13:43:31,1.0.8,2
very vèry good its so accurate its like it can read your mind excellent work it helped me with all my projects including Shona my only issue is that it cannot convert to pdf not hapy about that,2025-05-30 19:38:36,1.2.1,2
"""Great App, But Please Add Voice Customization! ★★★★☆**   **Review This app is incredibly useful and stands out from others in its category. However, I’d like to suggest a critical improvement: **add a voice style selection feature** for sound/audio translations. Many users, including myself, would benefit from choosing different tones, accents, or speaking styles to make interactions more personalized and accessible. Implementing this quickly would elevate the app’s functionality and add",2025-03-03 19:08:37,,2
"It does not have the feature of calling with AI nor the feature of speaking audio, nor creating images.",2025-01-28 21:34:56,,0
1000 times better than open ai,2025-01-28 08:00:55,1.0.7,2
Best ai chatbot,2025-03-07 13:12:19,1.1.1,2
Best among all ai just we.need more advance features,2025-01-29 19:59:46,1.0.8,2
5 stars if he can talk,2025-06-03 17:50:22,1.2.1,1
"Mind adding a memory for all chats? I have to set preferences each time I start a new chat. It'd be easy if the bot remembered the preferences I once set for all chats. Well, aside from that, this chatbot is literally fire.",2025-01-31 03:48:01,1.0.8,2
"AI for adults. Doesn't give you condescending fluff, just sensible answers. Like all AI it gives answers even if it doesn't know, but great for technical stuff you already have some understanding in. Better than Chat GPT",2025-06-10 17:04:29,1.1.4,2
very good the app play's very well i like to add photo generator,2025-04-11 18:08:59,1.1.4,2
Waoo its amazing,2025-01-28 19:24:04,1.0.7,0
