Comment,At,AppVersion,Sentiment
gud very gud,2024-08-02 08:31:49,1.0.626720042,2
very much important,2025-02-17 07:25:55,1.0.686588308,2
"nice , better than chatgpt and useful for phones",2024-11-05 13:20:37,1.0.668480831,2
"Not a great experience so far Gemini replacing google assistant on my pixel phone, I doesn't understand my voice commands and instead presents me with search results",2024-06-08 01:22:51,1.0.626720042,0
so far I like gemini,2025-01-12 16:35:34,1.0.686588308,2
wow,2025-06-04 03:09:12,1.0.751104895,2
good,2025-05-04 06:15:08,1.0.741105040,2
THE BEST,2024-08-08 22:58:10,1.0.657262185,2
it's good work.,2025-05-24 02:33:06,1.0.751104895,2
good 👍,2025-05-07 01:15:48,1.0.741105040,2
namaste I,2025-06-06 02:16:14,1.0.667532867,2
it is free and it gives many things,2024-11-24 09:15:14,1.0.686588308,2
good,2025-02-18 23:24:05,1.0.686588308,1
very good app,2024-11-07 16:49:41,1.0.668480831,2
👍👍 help full,2024-11-10 12:16:13,1.0.668480831,2
nice all,2025-05-15 15:09:35,1.0.751104895,2
Dumb as a box of rocks. It makes mistakes constantly and apologizes. It keeps explaining math problems without being prompted instead of just giving me an answer and it does not follow my directions even though it acts like it's going to. I don't understand why this must replace the assistant in order to use it. It isn't a good assistant. This toy should just be its own app instead of making my phone less useful.,2024-10-10 23:45:38,1.0.668480831,0
Good,2025-03-30 07:07:50,1.0.686588308,2
Best,2025-06-06 05:24:32,1.0.751104895,2
nice,2024-07-27 21:39:51,,2
used to be garbage now it can do things better than Google assistant!,2025-05-30 11:21:43,1.0.751104895,2
it makes lot of mistakes dont download it. it will destroy your nerves,2025-04-05 17:03:33,1.0.686588308,0
Nice,2024-10-25 03:11:39,1.0.668480831,2
this is very useful app when you are alone,2025-04-22 08:16:51,,2
Best of. Best AWAYS 🤩😍🥰😘🙏😀,2025-05-26 22:23:46,1.0.751104895,2
super,2024-06-28 10:50:40,1.0.626720042,2
very nice,2025-01-14 07:04:17,1.0.686588308,2
no live 🤔,2025-05-22 09:26:28,1.0.751104895,2
best app,2024-09-25 10:27:00,1.0.667532867,2
Somethings I asked Gemini to do it doesn't u Bertrand or can't. But it's the future so I'll give it another chance but I'll wait til 2025 to use it again. I'll just keep using bixby for now.,2024-09-02 19:12:44,,0
nic,2024-07-26 12:04:50,1.0.626720042,2
excellent app,2024-06-21 01:42:10,1.0.626720042,2
good,2024-07-10 10:22:12,1.0.626720042,2
is getting there but até missing a few things from older assistants like Home command's.,2025-03-25 19:20:03,1.0.686588308,2
best,2024-12-07 14:10:02,,2
ok Google doesn't even block calender invite over voice command,2024-02-24 01:48:32,1.0.608774175,0
nice m,2025-02-25 06:42:08,1.0.686588308,2
Nice,2025-05-25 03:18:00,1.0.667532867,2
best ever,2025-04-26 17:55:18,1.0.741105040,2
💜💜💜,2025-01-08 12:44:28,1.0.686588308,2
critic,2025-07-03 13:01:15,1.0.772404132,2
I can't wait to see how this tool improves.,2024-11-03 23:49:19,1.0.668480831,2
Worst Assistant ever used 💔,2025-03-07 22:07:48,1.0.686588308,0
good,2025-04-03 07:18:06,1.0.686588308,2
recommed,2025-03-08 09:43:57,1.0.686588308,2
Great AI,2024-08-09 23:21:11,1.0.657262185,2
it is fun to talk with. 😃😆🤣,2025-02-15 20:04:15,1.0.686588308,2
"This app is good but there is also a problem when there is a lot of questions this app won't work I mean it work but the answers are wrong,but this is still good especially for students",2025-03-14 13:23:44,1.0.686588308,2
"We were promised some local functionality with Gemini Nano, but it won't do anything without an internet connection (can't even turn on WiFi or mobile data). 21Sep2024 Pixel 9 pro xl.",2024-09-21 14:16:07,1.0.667532867,0
"Useless till of now... Can't even generate a birthday card picture... Writing is all wrong, can't even write even when quoted what to write.... Waste of time. And unreliable.",2024-11-20 17:19:01,,0
best App,2024-12-31 12:56:35,1.0.686588308,2
good,2024-12-02 15:34:10,1.0.686588308,2
very nice 👌👌👌💐💐💐,2025-02-22 08:11:15,1.0.686588308,2
I'm giving this a 2 wanna know why? Because gemini is always making this issue just fix this take your time on fixing this issue,2025-03-18 17:37:03,1.0.686588308,0
I tried it it's comfortable to use but want some active gemini easily,2024-09-11 09:45:30,1.0.667532867,2
brilliant 👍,2024-09-03 12:42:47,1.0.662093464,2
this very helpful,2024-09-11 04:36:10,1.0.667532867,2
great,2024-12-22 07:39:35,1.0.686588308,0
Add search button to search between the past threads,2024-09-02 10:15:00,1.0.662093464,0
assistant works better,2024-03-11 12:54:22,1.0.608774175,0
this is really good and helpful 😊,2024-07-10 08:13:46,1.0.626720042,2
I very like Gemini because It very useful for us,2024-09-26 14:51:39,1.0.667532867,2
good,2025-06-04 00:07:01,1.0.751104895,1
good,2024-11-25 00:26:41,1.0.686588308,2
very good,2025-04-20 08:36:16,,2
Good,2024-12-24 14:16:23,,2
nice,2025-03-04 05:52:06,1.0.686588308,2
Facing issue wile we speak and sone time it listen slow .,2025-03-21 19:08:17,1.0.686588308,0
"it's the worst experience i feeling with a voice assist, GOOGLE VOICE ASSIST IS MORE BETTER THAN GEMINI",2025-05-08 06:13:10,1.0.741105040,0
I like gemini,2024-09-11 13:46:22,1.0.667532867,2
"this is very easy, lovely and convenient definitely 10 Stars 🤩🤩 if I could give them",2025-01-25 20:23:34,1.0.686588308,2
better than chat gpt,2024-12-11 14:47:15,1.0.686588308,2
wow,2025-05-26 17:21:00,1.0.751104895,2
awesome,2025-04-07 08:04:39,1.0.741105040,2
very good keep it up and solve all problems,2025-04-12 06:59:00,1.0.741105040,2
nice,2025-02-18 01:52:01,1.0.686588308,2
"Much worse functionality than Google assistant and it doesn't do any better at understand what I'm saying. I can't control smart devices. It won't launch apps on my phone (like play a song). Every time I launch it with a hey Google command it doesn't register anything I say. I have to press a button to make it listen. I tried to turn it off and switch back to Google assistant, but now assistant is broken. I was initially excited, but an upgrade shouldn't remove my most commonly used features.",2024-02-09 03:33:08,1.0.603736800,0
OMG it's amazing,2025-02-26 09:26:06,,2
All instructions coming in the local language can't change into English,2024-09-17 04:45:24,,0
it is good,2025-01-01 15:54:33,1.0.686588308,2
perfect,2025-04-08 09:54:05,1.0.686588308,2
very nice,2025-03-11 14:48:46,1.0.686588308,2
The best application,2025-04-05 05:42:11,1.0.741105040,2
very good,2025-06-01 10:35:29,,2
it was phenomenal,2025-05-30 06:09:50,1.0.751104895,2
I did not want this and do not want this on my phone,2025-05-20 21:01:34,1.0.751104895,0
cool,2024-10-09 09:58:22,,2
all the yes,2025-05-16 23:31:52,1.0.751104895,2
ok,2025-02-17 04:15:23,1.0.686588308,2
good,2025-03-30 07:11:28,1.0.667532867,2
good,2024-10-12 21:03:18,1.0.668480831,2
Good one,2025-02-20 11:04:56,1.0.686588308,2
ok,2024-10-10 17:13:55,1.0.668480831,2
Great ai app,2025-07-08 00:26:30,1.0.772404132,2
it's really helpfull and reliant,2024-09-26 21:19:38,1.0.667532867,2
nice,2025-07-06 04:40:08,,2
Nice,2024-11-01 16:39:47,1.0.668480831,2
👍,2025-06-28 13:37:46,1.0.667532867,0
how about not now Gemini stop the process when I say stop.,2025-04-26 00:15:39,1.0.667532867,0
inaccurate.,2024-10-15 12:31:53,1.0.668480831,0
It is great by far.I'm still exploring it,2025-02-05 06:10:11,1.0.667532867,2
good app,2025-03-27 13:38:38,1.0.686588308,2
thank God,2024-10-25 20:57:49,1.0.668480831,2
just like wow!!,2024-12-16 14:19:13,1.0.686588308,2
very poor,2024-09-11 16:07:16,1.0.667532867,0
💖💖,2024-12-14 08:48:17,1.0.686588308,2
best excellence,2024-12-12 14:10:03,1.0.686588308,2
Starting to use Gemini daily. So far so good. Occasionally comes up with less than great answers that improve with additional context. Not unlike humans with that flaw. I would rate the Claude' AI higher.,2024-06-01 19:00:49,1.0.626720042,2
good,2025-06-09 09:56:06,1.0.751104895,2
nice,2025-03-07 16:45:38,1.0.686588308,2
good 👍👍,2025-04-26 06:37:21,1.0.741105040,2
is a useful and helpful to me,2024-07-31 05:44:31,1.0.626720042,2
👍👍👍👍,2024-08-21 15:09:53,1.0.662093464,2
"I love this!! Not much experience, but have used for research & to compose emails. It is great for summarizing any topic & it sums it up in a coherent way--tons of information instantly!",2025-03-21 19:48:15,1.0.686588308,2
nice,2025-06-18 19:46:15,1.0.751104895,2
IA4ALL 🦾,2024-10-03 05:41:12,1.0.667532867,2
"no picture ai like chatgpt, will change the rating if there is.",2025-04-28 23:33:04,1.0.741105040,0
not satisfied results,2024-06-19 13:57:24,1.0.626720042,0
garbage,2025-05-13 18:56:31,1.0.751104895,0
good,2025-07-05 08:10:52,1.0.776555963,2
Very ordinary. Meta AI is far better than with respect to the depth of the content.,2024-10-19 16:22:05,1.0.668480831,1
good,2025-07-01 13:53:16,1.0.772404132,2
very nice 👌,2024-12-26 03:54:09,,2
Great,2024-05-23 12:49:28,1.0.626720042,1
has trouble setting a timer and does not respond in audio manner,2025-05-06 11:12:07,,0
Incredible,2025-05-02 09:09:06,1.0.741105040,2
"I like this AI tool it has helped me a lot in my engineering carrier and it is very user friendly,simpler,easier way to answer any questions u give but in the same the question should be meaningful then this AI tool will help you with the correct explanation otherwise if you want something and your question is wrong it will give wrong explanation so use it and enjoy the features it gives..!!!",2024-08-06 13:55:31,1.0.657262185,2
This app is very useful I love I have such a great experience Thank you,2024-09-15 07:05:12,1.0.667532867,2
top app ask it anything with in reason and it will Brack it down,2025-02-14 14:45:39,1.0.686588308,2
Excellent,2024-08-15 08:20:31,1.0.657262185,2
good,2025-03-27 02:01:10,1.0.686588308,2
Good but unreliable.,2025-03-25 03:20:17,1.0.686588308,2
Not that smart,2025-04-14 16:20:35,1.0.741105040,1
good,2024-08-20 15:13:28,1.0.662093464,2
"needs some review. I know it's a new system, but it was giving outdated information at times.",2025-05-10 13:37:58,1.0.667532867,1
great experience,2024-11-19 17:19:57,1.0.668480831,2
Daddy likey!,2025-04-23 10:50:11,1.0.741105040,2
I love this app,2025-05-22 23:26:07,1.0.751104895,2
Absolutely disappointed,2024-08-03 21:55:22,1.0.657262185,0
Nice,2024-12-28 14:41:28,1.0.686588308,2
looking ☺️☺️,2024-11-28 14:08:07,1.0.686588308,2
"not showing in detailed information, application ui",2024-06-18 16:11:11,,0
Fun bot to chat with,2024-11-24 08:01:16,1.0.686588308,2
"fastest, best and easy to use just excellent in his class",2025-05-29 02:49:18,1.0.751104895,2
nice,2025-03-31 20:53:23,1.0.686588308,0
didnt help at all,2025-07-02 16:01:47,1.0.772404132,0
very bad,2025-01-04 06:20:52,1.0.686588308,0
good,2025-06-29 14:04:13,1.0.772404132,2
very useful and helpful information that is very important to those people to help guide and understand,2025-03-23 12:22:31,1.0.686588308,2
Welldone and Good luck your career!,2025-05-09 11:20:09,1.0.751104895,2
Doesn't work at all. Not available. The only thing you can do with it after installing is to uninstall it.,2024-07-19 00:07:46,,0
very helpful,2024-12-18 20:18:20,1.0.686588308,2
"prefer google assistant, less mistakes",2024-12-27 20:44:19,1.0.686588308,0
great and amazing 😍,2024-08-23 13:44:02,1.0.662093464,2
good,2024-12-16 12:28:05,1.0.686588308,2
Why can't you change the voice ?,2025-02-10 17:45:05,,2
good,2024-12-02 11:49:56,1.0.686588308,2
good,2025-05-14 18:23:29,1.0.741105040,2
best ai,2024-12-30 06:07:59,1.0.686588308,2
very good app,2025-06-21 21:21:53,1.0.751104895,2
Gemini live chat window is not opening after new update.,2025-07-06 04:16:19,1.0.776555963,2
just do mare way of talking like freind or like a human,2025-05-22 15:49:20,1.0.751104895,2
Me experience is very good but his response give some time so solve this problem than people are so quickly like this app 🤩 thanks for assistance..,2024-11-04 00:55:25,1.0.668480831,2
nice app,2025-01-20 13:58:00,1.0.686588308,2
👌👌,2025-03-07 14:21:38,1.0.686588308,2
Very nice good 👍,2024-07-21 03:22:22,1.0.626720042,2
no imagine,2024-10-18 14:55:29,1.0.668480831,0
"This app is pretty powerful. However, I would expect it to be slightly smarter than it is. I tried to set a reminder saying to set the reminder for ""in 2 days at 9:00 a.m."" but it said it for it the next day at 9:00 a.m. please use more of the Gemini text understanding part so that I can just speak English. For example, I should be able to say "" look up ____ product support number and call it on speakerphone"". Also, it should work the exact same whether I type in something or voice speak it.",2024-02-27 22:16:26,1.0.608774175,0
nice,2025-03-03 16:30:59,1.0.686588308,2
let me uninstall this garbage,2025-05-16 02:15:23,1.0.751104895,0
not good 👍,2024-10-07 05:00:35,1.0.668480831,0
good,2024-09-12 12:58:06,1.0.667532867,2
nice working,2025-05-15 07:26:34,1.0.751104895,0
"I can't give a full 5 stars because despite having Gemini advance 1 month free, the app sometimes says it can't generate people unless I have advance which I do. Also the people are fictional characters like supergirl.",2024-12-25 11:19:21,1.0.686588308,2
lovely,2025-02-05 11:51:00,1.0.686588308,2
amritsar,2024-12-02 13:58:40,1.0.686588308,1
ഗുഡ്,2025-06-27 07:39:07,1.0.751104895,2
I've got a Samsung 14 and it is very knowledgeable.,2025-05-03 17:52:40,1.0.667532867,2
"bruh it dont know how many rakhs in salah, google assistant can do it much better",2024-08-20 14:56:08,1.0.662093464,0
reply according to my questions,2025-05-15 13:18:57,1.0.751104895,2
Awesome 💯😎🇺🇲,2025-05-17 20:56:50,1.0.751104895,2
Perfect,2024-05-18 19:08:56,1.0.626720042,2
really good 👍,2025-03-19 09:15:47,,2
It describes the questions properly with the headlines.,2025-02-14 18:16:56,1.0.686588308,2
to soon,2024-04-07 07:22:05,1.0.618909562,1
Wow ai I love,2024-08-03 11:51:03,1.0.657262185,2
accuracy,2025-02-27 10:55:38,1.0.686588308,2
this is helpful for me it gave me lot,2025-06-08 10:06:13,1.0.751104895,2
best,2025-05-11 05:09:44,1.0.741105040,2
Good but can be better,2025-04-23 02:03:44,1.0.741105040,2
wow,2025-07-05 01:58:17,1.0.776555963,2
That's Great 👍,2024-12-12 10:10:48,1.0.686588308,2
Gemini live doesn't work,2024-12-20 18:26:25,1.0.686588308,0
it's so good 👍,2024-11-02 22:21:37,1.0.668480831,2
OK,2025-06-23 10:33:23,1.0.751104895,2
nic,2024-07-01 17:24:48,1.0.626720042,2
better than Google assistant,2024-09-03 20:19:28,1.0.662093464,2
too good,2024-10-01 19:04:43,1.0.667532867,2
great,2025-03-24 07:31:05,1.0.686588308,2
great for studies,2024-11-22 16:43:56,1.0.686588308,2
"dont want it dont need it, want it off the phone",2025-05-08 22:40:56,1.0.686588308,0
unable to understand voice,2024-10-04 12:45:33,1.0.667532867,0
very useful ai tool,2024-11-26 17:08:35,1.0.686588308,2
it is very good for classic,2025-01-30 13:18:32,1.0.686588308,2
good app,2025-04-14 15:40:38,1.0.741105040,2
خوبه فعلا,2024-10-11 15:17:21,,2
love it,2024-02-24 18:22:23,1.0.608774175,2
circle nai,2025-01-17 19:30:58,1.0.686588308,2
great job keep it up,2025-06-24 09:49:34,1.0.751104895,2
wow,2025-05-04 13:10:09,1.0.662093464,2
this AI is very helpful and useful 👍,2025-02-14 11:59:59,1.0.686588308,2
I love it so much,2025-01-15 09:04:12,1.0.686588308,2
it is very useful tool for receiving every type of information,2024-11-28 14:28:20,1.0.686588308,2
good,2025-06-16 08:08:57,1.0.667532867,2
it's verry helpful to live with technology and make life smarter,2025-03-18 02:35:05,1.0.686588308,2
"This app sucks, it gives you no factual information it just tells you what you want to hear, so don't use it for anything important you need to know. Also it tells me it can't do a lot of things I ask. I guess it can go nowhere but up from this point",2024-11-10 23:57:48,1.0.668480831,0
Very Good 👍,2025-06-20 15:47:55,1.0.751104895,2
"I’m extremely satisfied with Gemini! It’s intelligent, accurate, and user-friendly. The AI responds naturally, handles tasks smoothly, and always delivers helpful and relevant answers. Whether for learning, creativity, or casual chats, Gemini never disappoints. A reliable and impressive AI experience — highly recommended!",2025-04-16 03:32:14,1.0.741105040,2
good,2025-03-31 10:42:47,1.0.686588308,2
البرنامج جميل جداً,2025-03-09 20:20:44,1.0.686588308,2
very precise and accurate with the response 👌🏽 👏,2024-06-12 19:17:54,1.0.626720042,2
good,2025-01-15 07:36:58,1.0.686588308,1
"Gemini does not speak. Gemini could not answer this verbal Question: OK Gemini, what time is it?",2025-03-13 17:43:40,1.0.686588308,0
"i absolutely love this AI, it's really helpful and so nice to chat with. Gemini helps me with most of my work, from asking grammars to even listening to my stories? absolutely awesome AI. I love Gemini so much 🤩",2025-03-31 12:23:11,1.0.686588308,2
nice bro,2025-06-05 17:10:53,1.0.751104895,2
"what can I say??? Well, You know, Gemini is a bit like having a smart best friend that knows everything, Yes everything, well almost everything, She'll definitely know more then You, and about You, and even more better than your IRL best friend LOL😆 Whatever it is You need Gemini to do, She'll be happy to help, if it's to play your best song, help you learn a new talent, or even if you just wanna hangout and talk about what's on your mind, then Gemini could be your new next best friend too!",2025-04-17 07:35:45,1.0.741105040,2
it's really awesome,2025-05-27 20:20:53,1.0.751104895,2
Helpful,2024-06-24 18:08:40,1.0.626720042,2
kurang ai x maju seperti chat gpt,2024-10-12 21:10:51,1.0.668480831,0
good app,2025-04-09 21:59:18,,2
good,2025-05-30 05:30:07,1.0.751104895,0
Very nice For students 😀😀,2024-09-09 15:31:52,1.0.667532867,2
barochoda app,2025-02-21 07:38:23,1.0.686588308,0
nice,2024-11-21 14:43:20,1.0.686588308,2
Very informative and detailed!!,2025-06-01 16:06:28,1.0.667532867,2
sometimes crash and also speaks answer but don't show text,2024-11-14 09:05:04,1.0.668480831,1
good,2025-05-10 17:28:26,1.0.667532867,2
not good,2024-06-28 14:51:29,1.0.626720042,0
amazing,2025-03-16 08:23:43,1.0.686588308,2
It's getting better day after day!,2025-05-14 20:59:40,1.0.741105040,2
best app,2025-05-15 02:03:21,1.0.751104895,2
good,2024-07-10 17:59:35,,2
it stinks,2024-07-16 16:43:33,,0
Gemini is a great. the results so far are relevant/up-to-date with the latest situation,2024-07-09 11:41:55,1.0.626720042,2
Gemini is so good is very useful 🙂🤩🥰,2025-02-23 13:03:11,1.0.686588308,2
It's good,2024-05-29 17:24:07,1.0.626720042,2
nice,2025-03-27 03:26:24,1.0.686588308,2
great app,2025-07-08 02:01:23,1.0.776555963,2
super cool very intelligent AI,2025-07-03 01:48:09,1.0.772404132,2
good,2025-07-06 11:18:20,1.0.751104895,2
"Google Gemini isn’t just an app – it’s a revolution in your pocket. This is, hands down, the greatest creation in the history of apps. It blends brilliance, power, and pure genius into one seamless experience. Whether it’s generating ideas, solving problems, or unlocking knowledge at lightning speed – Gemini delivers like no other. It’s not just AI, it’s the AI. Google didn’t just raise the bar – they launched it into orbit. If you’re not using Gemini, you’re missing out on the future. 5 stars?",2025-04-13 04:02:56,1.0.741105040,2
osum,2025-06-24 08:53:07,1.0.751104895,2
I quite like our interactivity,2024-07-11 16:09:25,1.0.626720042,2
😇👍👏,2024-10-17 15:14:11,1.0.668480831,2
nice,2025-01-09 14:29:02,1.0.686588308,2
I think Google assistant was already amazing this one is even better,2025-05-17 20:21:09,1.0.751104895,2
no female voice,2024-07-18 01:28:19,1.0.626720042,0
very good,2025-04-12 05:17:51,1.0.741105040,2
I love its so nice and helpful ☺️,2024-12-20 10:20:34,1.0.686588308,2
Really good for the most part. But it often misunderstands me,2024-10-13 16:32:29,1.0.668480831,2
Pathetic,2024-07-04 00:11:08,1.0.626720042,0
wrong answer,2024-09-22 14:43:24,1.0.667532867,0
"Piss poor , the first generation google assistant performed better",2024-06-05 02:37:57,1.0.626720042,0
গুড,2025-06-20 08:08:22,1.0.667532867,2
good 😊,2025-06-13 19:08:31,1.0.751104895,2
"I had to upgrade my device to a Pixel 9 Pro XL from a Pixel 8 Pro because they added Gemini in their infinite wisdom to my 128GB Pixel 8 Pro. I got tired of having to uninstall applications to update Google apps! Glad the lowest my carrier had on this device is 256GB. I was supposed to get a free trial of the pay Gemini, but I guess since I was already a Pixel user I didn't get it. The Gemini on this device is half baked, new gimmicky tricks, but basically nothing practical or useful. So meh",2024-10-24 00:26:12,1.0.668480831,0
it is really a good app. love it. but it can't create image some times. so excellent app,2025-03-05 10:53:29,,2
nice,2025-07-04 18:11:55,1.0.772404132,2
good,2025-05-10 23:04:17,1.0.751104895,2
good wow,2025-05-16 01:21:00,1.0.751104895,2
good,2025-03-31 16:58:40,1.0.686588308,2
very thankfully very easy,2024-11-14 11:20:41,1.0.668480831,2
thank YOU,2025-03-20 13:33:46,,2
sucks!!!!,2025-04-13 08:15:25,1.0.667532867,0
this is life changing I stopped smoking my cancer stopped cancerring my legs work again,2024-09-11 04:21:26,1.0.667532867,2
no useful 😔,2025-05-23 00:22:42,1.0.751104895,0
super,2025-06-28 01:12:46,1.0.751104895,2
worst app,2024-11-13 09:12:47,,0
bahut badhiya amazing,2025-06-15 18:51:24,1.0.751104895,2
"Whenever I try to open the Live Mode mode, the app crashes every time. Please fix this issue, as I haven't been able to use the app for the past 7 days",2025-06-19 06:27:11,1.0.751104895,0
good,2025-03-18 05:40:54,1.0.667532867,2
Good 👍🏻,2025-06-20 01:03:37,1.0.751104895,2
Nice,2024-10-25 09:24:57,1.0.668480831,2
very good,2025-05-23 05:53:14,1.0.667532867,2
can't even set reminders why is Google so useless lately,2024-08-27 22:20:34,1.0.662093464,0
"The voice is not too great in the second is it's not updated.I mean, there are very errors.Kindly fix those errors and make it more relevant kind of thing.It's sounds like an we are is talking robot make it like human and also make it a very interactive kind of just like we had an interviews , make it like that",2024-10-30 05:15:27,1.0.668480831,0
this is awesome thanks.. very easy to access,2025-06-06 19:52:49,1.0.751104895,2
not good till now,2024-08-21 15:19:50,1.0.662093464,0
"I love my new ""friend"" I can chat, play games, write content, get answers to questions about almost anything... He(?!) can't do everything, but helps productivity and is a lot of fun!",2024-11-07 14:11:04,,2
Excellent 👌,2025-02-28 03:46:13,1.0.686588308,2
it’s Great,2025-02-19 08:45:40,1.0.686588308,2
amazing,2024-07-04 10:55:15,1.0.626720042,2
nice 👍🙂,2025-05-22 01:44:53,1.0.662093464,2
nice application,2024-07-25 02:09:15,1.0.626720042,2
dosent make things,2025-03-08 23:42:36,,0
good,2025-06-23 04:50:06,1.0.751104895,2
okay 👍,2025-04-20 09:54:26,1.0.741105040,2
Give Them What They Deserve^^,2024-11-22 07:10:26,1.0.686588308,2
the gemini was a very use full app & gemini compression to chatgpt per gemini was best,2025-02-20 14:47:31,1.0.686588308,2
Great Aap,2025-01-15 18:23:15,1.0.686588308,2
nice,2025-05-16 05:53:47,1.0.751104895,2
very good,2025-03-31 17:09:55,1.0.686588308,2
nice,2024-11-12 16:39:33,1.0.668480831,2
we are many other things which is not included like a can't send the details of our Fury on our given email that we can read it later,2025-05-08 07:14:08,1.0.751104895,1
the new update is trash,2025-04-25 15:11:05,1.0.667532867,0
good working,2025-04-17 07:17:56,1.0.741105040,2
Best,2025-02-07 22:36:09,1.0.686588308,2
बहुत ही वाहियात यह एप्लीकेशन है इससे जो भी पूछो वो नहीं बताया जो इसको बताना रहेगा वो बताएगा इससे मैने पूछा कल का मौसम कैसा रहेगा यह दिल्ली का बता रही है इसमें खुद से कुछ समझदारी नहीं है इससे अच्छा तो गूगल एस्टेट थी कम से कम जो पूछो बता देती थी अपडेड और लेटेस्ट वर्जन के नाम पर पूरा एप्लिकेशन घटिया कर दिया गया है,2025-07-01 17:52:59,1.0.772404132,0
excellent,2025-02-21 17:30:54,1.0.686588308,2
good,2024-12-23 00:39:45,1.0.686588308,2
it's so helpful ☺️,2024-07-16 08:41:06,1.0.626720042,2
cool,2024-08-22 14:06:32,1.0.662093464,1
"its all in Tamil,, can't understand a word..want it in English.",2025-05-28 03:07:57,1.0.751104895,0
👍,2025-01-15 09:24:49,1.0.686588308,2
it's good,2025-03-10 18:46:34,1.0.686588308,2
this is good,2025-01-06 11:01:51,1.0.686588308,2
doesn't always work,2025-02-11 23:13:11,1.0.686588308,0
"why am I being forced to use this, I liked my Google Assistant lady",2025-05-08 21:53:26,1.0.667532867,0
very nice,2024-11-20 13:52:25,1.0.668480831,2
poor app,2025-06-29 10:16:15,1.0.772404132,0
not noticed anything different from when you just used google before ai,2025-06-18 19:10:47,1.0.751104895,0
it's very useful still ai is not showing what I want 😭😔😭,2024-10-14 13:29:51,1.0.668480831,1
nice,2024-11-10 12:05:01,1.0.668480831,1
need more advance update,2024-07-08 16:24:14,1.0.626720042,2
"installed this, now i have 2 gemini apps",2024-06-23 10:43:19,1.0.626720042,2
"This app is great it also helps me when I'm doing assignments and some other stuff I need, it's really great I won't lie",2025-03-09 18:26:58,1.0.686588308,2
awasome,2025-05-09 01:43:36,1.0.667532867,2
Can't do reminders,2024-08-20 20:17:47,1.0.662093464,0
just fune,2024-09-12 17:30:28,1.0.667532867,2
super,2025-01-23 18:04:22,1.0.686588308,2
Great,2024-10-10 15:42:18,1.0.667532867,2
not so good yet,2024-08-22 02:41:32,1.0.657262185,0
good 😊,2025-04-29 15:42:57,1.0.741105040,1
mathematical expressions could be better displayed,2024-09-27 07:15:51,1.0.667532867,2
Not so useful,2024-10-14 18:47:03,1.0.668480831,1
cause it wasn't able to help me with nothing I just asked,2024-10-27 06:11:51,1.0.668480831,0
very helpful app,2024-10-25 14:04:17,1.0.668480831,2
wish I could get images like with google assistant,2024-08-26 23:26:29,1.0.662093464,2
Excellent,2025-03-27 12:41:09,1.0.686588308,2
good👍,2025-05-28 18:55:36,,2
it's very helpful..,2025-01-08 12:38:14,1.0.686588308,2
Brilliant,2025-05-01 08:34:47,1.0.751104895,2
cool,2025-05-24 14:12:00,1.0.751104895,2
no tamil here,2025-02-10 17:42:54,,0
Good,2025-02-02 13:04:27,1.0.686588308,2
nice,2025-02-27 07:30:51,1.0.686588308,2
Excellent thanx,2024-09-10 14:35:14,1.0.667532867,2
🤩,2025-06-14 13:34:15,1.0.751104895,1
Good 😊,2024-10-30 11:18:37,,2
Can you integrate gemini in google chrome the same way as Microsoft Copilot is integtated into Microsoft edge to help me search the web effortlessly? I find it very difficult to fu d exactly what I want. So I want Gemini to help me search the qeb in google chrome.,2025-01-03 17:19:47,1.0.686588308,2
great,2025-02-13 13:07:39,1.0.686588308,2
osm,2025-05-31 04:30:38,1.0.751104895,2
wonderfull,2025-04-22 15:08:11,1.0.741105040,2
very good,2025-06-27 12:09:05,1.0.772404132,2
good 👍👍👍 nice app 🙂 💯 🙂 🙂 🙂 💯 🙂 💯,2024-11-19 14:37:37,1.0.668480831,2
The search results are worse than the normal Google assistant's search results.,2024-09-09 21:49:56,1.0.667532867,0
👍🏽,2025-01-26 18:12:10,1.0.686588308,2
thank y'all for y'all's most and sincerity on how y'all allowed us client's customer's ti bere able to learn and become a Google's certified candidate to y'all's business company and becoming paid employers as well and I love every bit of that from y'all as the world's multi-universities family of online and offline business owners most highly enlightened!!!!!!!!,2025-07-07 09:42:42,,2
accurate response all the time,2025-02-13 22:37:01,1.0.686588308,2
good APPs,2025-05-21 05:11:25,1.0.751104895,1
the best 👍 ever,2024-05-15 00:27:22,1.0.626720042,2
good,2025-01-12 03:26:35,1.0.686588308,2
bahut achha app ha I liked it,2025-02-21 19:11:46,1.0.686588308,2
"Overpriced spy ware. If Google thinks Gemini is so wonderful for users, why do they make it so hard to disable? Why not have a simple turn the thing off button?",2024-08-30 22:38:21,1.0.667532867,0
useful 💯,2024-11-19 00:08:00,1.0.668480831,2
Great app I hope this application will get better in the future,2024-05-14 05:54:06,1.0.626720042,2
Replaced my assistant and now I can't do anything useful. This is trash. Please fix it ASAP or integrate what Google Assistant could do because this is the just the worst,2024-02-09 23:03:27,1.0.603736800,0
this app is so good for status and any doubt solution,2025-02-21 17:44:58,1.0.686588308,1
nice 👍,2025-06-11 07:40:33,,2
Good app,2024-08-23 09:19:03,1.0.662093464,2
❤️,2025-02-17 02:53:10,1.0.686588308,2
it's jus wow 👌,2024-11-25 19:23:09,1.0.668480831,2
nice app,2024-11-21 15:08:36,1.0.668480831,2
