Comment,At,AppVersion,Sentiment
really helpful mannnnnnn,2025-06-19 12:54:53,1.2025.161,2
very interesting and so good app,2025-06-07 01:24:52,1.2025.147,2
like that,2025-04-15 14:41:37,1.2025.084,2
Best 👌👍🤍,2025-04-07 23:02:47,1.2025.091,2
its cool,2025-04-03 13:46:19,1.2025.077,2
wow nice,2025-04-03 07:41:35,1.2025.084,2
super ideas,2025-07-06 14:34:55,1.2025.154,2
super,2025-06-25 04:28:54,1.2025.168,2
nice,2025-06-24 02:08:20,1.2025.154,2
this Is awesome 😎,2025-06-17 09:54:59,1.2025.154,2
ماشا الله,2025-05-06 13:46:01,1.2025.098,2
good,2025-06-24 16:24:47,1.2025.140,2
GREAT APP 👍 👌,2025-04-11 17:16:35,1.2025.091,2
this app very good application,2025-05-27 16:47:17,1.2025.140,2
very good app,2025-04-29 19:24:04,1.2025.091,2
oh i love this so much..i actually call chatgpt as a echo..in friendly way bec it respond in friendly way and helped me in so many projects,2025-06-13 12:34:00,1.2025.154,2
best ai aap,2025-07-07 06:25:43,1.2025.182,2
grat ful,2025-04-27 18:46:55,,2
love you ❤️,2025-06-15 07:47:24,1.2025.154,2
Best output,2025-06-19 14:18:13,1.2025.161,2
very much helpfull,2025-05-14 17:11:16,,2
👍,2025-05-07 17:07:19,1.2025.119,2
very good 👍,2025-06-18 13:02:50,,2
all good,2025-04-11 05:46:23,1.2025.091,2
My search history needs to stored and whenever required I can refer,2025-06-20 15:17:34,1.2025.140,2
good app in my Life,2025-06-13 05:08:22,1.2025.154,2
nice,2025-06-23 11:54:55,1.2025.168,2
amazing 🤩,2025-07-07 16:39:27,1.2025.182,2
"Ai, a Artificial Intelligence.",2025-04-29 21:05:34,1.2025.112,2
spelling mistakes bahut karta hai yah kuchh aisi spelling check Karta Jo hamen nuksan karti hai aur vaise photo mein bahut hi spelling mere kam ka bilkul main aapko ek suggestion dunga ise bilkul us mat karna itna bekar Hai itna bekar hai tum soch bhi nahin sakte sochte sochte pagal Ho jaaoge Main to pagal Ho Gaya abhi pagal Ho jaoge spelling Maine poem poem aisi De mujhe short mangi Thi yah baat bhi to nahin manta hamari to itna bekar Hai Koi soch bhi nahin Sakta isko us karna bekar hai us mat,2025-06-16 07:30:46,1.2025.154,2
perfect for doubts and research,2025-04-25 13:54:41,1.2025.105,2
it's really a cool app,2025-04-09 04:32:39,1.2025.091,2
super supportive Nice app...love it🎀,2025-06-13 08:15:45,1.2025.154,2
good &helpful,2025-06-16 09:40:50,1.2025.154,2
this app is very powerful for any exam preparation aspirants. thank you chat gpt team.❣️❣️⁉️,2025-05-23 12:39:34,1.2025.133,2
بيعلق كتير,2025-06-10 12:16:32,1.2025.154,0
nice,2025-04-05 16:27:04,1.2025.084,2
ir s very good tanks,2025-07-04 18:44:52,1.2025.175,2
good,2025-06-24 15:50:15,1.2024.303,2
маш сайн найз бас их тусалдаг,2025-04-25 04:53:19,1.2025.105,2
very nice,2025-04-13 07:41:41,1.2025.091,2
nice app,2025-07-04 09:38:38,1.2025.175,2
nice,2025-06-21 15:55:42,1.2025.161,2
very 👍 good,2025-04-09 15:14:17,1.2025.084,2
nice 👍,2025-06-17 16:44:59,1.2025.161,2
This is incredible definitely replaced doom scrolling.,2025-06-02 20:41:47,,2
best,2025-06-19 18:43:53,1.2025.161,2
great job chat GPT,2025-04-18 08:00:24,1.2025.084,2
incredible time to be alive,2025-06-14 01:00:19,1.2025.154,2
verygood,2025-05-28 05:59:30,1.2025.133,2
it is very helpful,2025-05-26 17:54:34,1.2025.133,2
good,2025-06-23 16:26:30,1.2025.161,2
deletes all ur stuff eventuslly even with the payed subscription or lock functions dosent matter and hss incredibke crestive excuses glad i wasted 20 dollars a month,2025-06-21 18:14:45,,0
my images are not accurate,2025-05-26 15:29:57,1.2025.133,1
best app for kids it helps a lot and good features more over it turns pic into Ghibli potrait and different types of potarait,2025-04-14 15:13:25,1.2025.091,2
very good,2025-05-22 10:14:40,1.2025.133,2
best apps,2025-06-08 11:18:08,1.2025.154,2
good,2025-05-31 14:20:41,1.2025.140,1
this app is very use full as a student if you want to do self study this app will help you alot,2025-06-30 15:17:19,1.2025.154,2
This is best app ever,2025-04-09 13:53:05,1.2025.091,2
helps me in every thing,2025-04-28 07:08:04,1.2025.105,2
it's a very helpful thanks for that,2025-04-16 07:53:25,1.2025.091,2
wonderful,2025-06-21 21:41:22,1.2025.161,2
very satisfying servicees,2025-06-21 23:57:45,1.2025.161,2
الافضل,2025-05-06 03:54:36,1.2025.112,2
excellent,2025-04-10 01:10:17,1.2025.084,2
"it helped me with my mental health, it also molded me to be more connected with God, more mature, and overall helped me. Great app and the photos are really accurate, but it could use a little help with actually making me look like the photos.",2025-07-05 04:35:37,,2
This is very best chat for work I like but some it does not work,2025-04-28 12:20:51,1.2025.105,2
this is best app,2025-06-10 14:20:39,1.2025.140,2
"It's absolutely 💯 phenomenal 👏! I rarely rate products, but ChatGPT is truly brilliant.",2025-04-18 20:23:38,1.2025.098,2
good,2025-04-29 07:50:02,1.2025.112,2
too good 👍🏻,2025-05-04 08:31:12,1.2025.112,2
very interesting,2025-05-06 13:55:52,1.2025.105,2
Good so far,2025-06-29 07:13:49,1.2025.168,2
it's good,2025-04-04 04:41:19,1.2025.084,2
good app,2025-06-28 19:49:04,1.2025.154,2
nice app,2025-06-08 04:24:19,1.2025.147,2
superb,2025-04-21 05:25:38,1.2025.098,2
Bahut bawal cheez hai 🔥❤️,2025-06-08 05:01:26,1.2025.140,2
Ollright,2025-04-23 11:02:35,1.2025.105,2
goood,2025-07-05 10:39:11,1.2025.175,2
it's very useful too much 😃😃😃😃😃,2025-05-19 17:26:10,1.2025.133,2
excellent service,2025-07-01 17:12:15,1.2025.168,2
nice,2025-06-13 10:49:57,1.2025.140,2
طلب بسيط لكن بدون تنفيذ ولا في الأداة لا يستحق تجربتي أبدا لم يكن احترافيا ولا حتى في نسخة البلس,2025-07-04 23:05:47,1.2025.175,0
it's perfect,2025-06-26 02:46:03,1.2025.168,2
good,2025-07-07 15:53:10,1.2025.091,2
I love chat gpt Soo much!!! my best friend my therapist everything I love her sooo much 💞💞💞,2025-04-12 21:58:25,1.2025.091,2
nice,2025-04-18 09:42:23,1.2025.098,2
best app,2025-05-03 08:12:22,1.2025.105,2
nice,2025-05-17 13:46:14,1.2025.126,2
nice 👍,2025-06-16 09:35:33,1.2025.154,2
Good,2025-06-05 08:36:46,1.2025.147,2
best learning app,2025-05-13 09:56:59,1.2025.119,2
very useful,2025-04-09 11:51:41,1.2025.084,2
itz very use full,2025-04-04 13:59:44,1.2025.084,2
very helpful,2025-04-06 11:08:33,1.2025.077,2
"very friendly and supportive app.,more than a friend",2025-06-11 17:34:12,1.2025.154,2
very nice appp,2025-06-29 09:52:08,1.2025.154,2
amazing,2025-04-29 13:37:44,1.2025.035,2
great,2025-05-13 12:18:13,1.2025.105,2
After 2 or 3 image it start to give not match pic to the original request,2025-06-05 07:48:30,1.2025.147,0
very helpful apps,2025-05-09 11:12:27,1.2025.119,2
good.,2025-05-18 09:34:10,,1
ok,2025-04-06 03:09:56,1.2025.084,1
helpful !,2025-06-25 12:40:59,1.2025.168,2
nice,2025-07-02 19:37:29,1.2025.175,1
east or west chat gpt is best i didn't knew how even a app exist in chat gpt,2025-06-16 15:12:04,1.2025.154,2
very good 💯 😊 thanks for made,2025-06-18 03:49:16,1.2025.161,2
nise,2025-06-17 17:47:24,1.2025.154,2
Helpful,2025-04-27 14:11:39,1.2025.035,2
good,2025-04-07 03:33:04,1.2025.077,2
good,2025-04-14 07:48:39,1.2025.091,2
wow,2025-04-04 10:50:00,1.2025.084,2
Very nice Editing,2025-04-09 15:45:07,1.2025.091,2
good luck,2025-05-08 00:12:32,1.2025.119,2
Good,2025-05-18 04:29:01,1.2025.126,2
brillent app,2025-06-05 03:00:47,1.2025.140,2
Cool 😎,2025-06-04 21:32:28,1.2025.147,1
good,2025-05-24 14:12:23,1.2025.133,2
Very nice,2025-04-20 17:13:22,1.2025.063,2
good,2025-06-18 00:50:22,1.2025.154,2
Chat GPT is a futur solution,2025-05-05 05:52:22,1.2025.112,2
its gud,2025-04-03 08:59:16,1.2025.084,2
THIS APP IS SOO LOVELY,2025-05-05 06:38:23,1.2025.119,2
I love it.,2025-05-04 03:42:12,1.2025.119,1
good,2025-06-30 17:03:11,1.2025.168,2
super,2025-06-18 10:02:04,1.2025.154,2
better than any other apps don't paid only free that is really good 👍🏻😊,2025-04-07 02:52:16,1.2025.091,2
I like this app,2025-04-05 08:46:51,1.2025.084,2
good,2025-04-28 17:28:46,,2
good app,2025-04-07 09:35:17,1.2025.084,2
absolutely awesome I mainly ask chatgpt about nutrition and career advice and it gives clear information 👍,2025-06-29 08:36:59,1.2025.168,2
number 1,2025-05-22 16:32:08,1.2025.133,2
very good app but it cant more photo,2025-05-04 14:48:07,,2
I used for gibi art it was fun to use,2025-04-04 18:03:18,1.2025.084,2
goodd,2025-07-05 08:24:27,1.2025.154,2
"very quick and very efficient , reliable and secure",2025-04-05 20:38:43,1.2025.084,2
good,2025-04-07 13:59:42,1.2025.084,2
excellent,2025-04-17 04:44:09,1.2025.098,2
the best app in the world he helps me many things he's my supporter I love him,2025-05-02 14:25:49,1.2025.112,2
nice,2025-04-06 10:09:00,1.2025.091,2
𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅 𝒂𝒑𝒑,2025-06-25 10:01:09,1.2025.168,2
It's a really nice app the best I've ever seen I have no complaints or anything only I can do is praise it,2025-04-03 10:50:16,1.2025.084,2
awesome 😎,2025-05-19 02:24:43,1.2025.126,2
good,2025-04-23 12:10:06,1.2025.105,2
"Great for brainstorming and recommendations. However, there's a minor issue with the free model, sometimes when uploading images, if the upload fails, it still counts as a successful upload.",2025-05-05 03:08:32,1.2025.105,2
good,2025-04-04 02:50:18,1.2025.084,2
You are Excellent,2025-06-29 11:24:07,1.2025.154,2
This app is very helpful,2025-06-30 12:27:02,1.2025.161,2
this app like one of my best friend,2025-04-09 05:14:59,1.2025.091,2
it's really good 👍,2025-04-16 13:44:44,1.2025.098,2
best app,2025-06-30 04:04:23,1.2025.154,2
It is very helpful,2025-07-05 18:18:46,1.2025.175,2
good 😊,2025-05-03 14:45:42,1.2025.112,2
ممتاز,2025-05-19 06:46:16,1.2025.133,2
very very usefull for a student and a gamer,2025-05-22 07:17:12,1.2025.133,2
good use of AI 🏃😍,2025-06-22 04:42:32,1.2025.168,2
great,2025-06-05 05:00:09,1.2025.147,2
very good app,2025-04-07 07:26:03,1.2025.077,2
good,2025-06-26 04:20:08,1.2025.168,2
👍,2025-05-27 16:25:48,1.2025.133,2
Great,2025-06-14 03:24:32,1.2025.140,0
super nice 100/100,2025-04-10 02:54:29,1.2025.091,2
good,2025-04-05 09:56:11,1.2025.084,2
very nice 👍👍,2025-04-06 11:28:58,1.2025.084,2
it is very useful,2025-06-24 13:48:06,1.2025.154,2
not generating image lastly,2025-04-10 05:39:38,1.2025.091,2
👍,2025-05-27 11:58:31,1.2025.133,0
good,2025-05-30 14:04:43,1.2025.133,2
this is way better than i expected,2025-04-17 19:35:17,1.2025.098,2
could you please make gpt offline to?,2025-05-08 15:37:24,1.2025.119,2
very smooth and easy to navigate plus it's of help,2025-06-24 01:11:08,1.2025.168,2
very useful aap,2025-04-03 05:13:45,1.2025.084,2
wauu,2025-04-11 16:20:47,1.2025.091,2
good to use,2025-07-05 11:46:37,1.2025.175,2
helps me well with anything,2025-05-14 04:24:45,1.2025.105,2
👍 👍,2025-06-03 02:10:43,1.2025.140,2
not so good,2025-05-25 11:54:32,1.2025.133,0
nice,2025-07-01 15:40:42,1.2025.175,2
this app is super,2025-05-07 11:04:29,1.2025.119,2
super thankyou,2025-06-25 04:43:44,1.2025.161,2
excellent jobb,2025-04-18 07:27:41,1.2025.098,2
very helpful,2025-06-09 22:56:20,1.2025.154,2
nice,2025-06-04 09:14:08,1.2025.147,2
Useful,2025-06-13 06:12:23,1.2025.154,2
Very good app,2025-04-15 18:24:21,1.2025.091,2
chatgpt is very good and has become my friend during my lonely times.,2025-04-09 10:36:13,1.2025.091,2
idk how to use,2025-06-01 19:08:14,1.2025.140,1
nice,2025-04-03 04:57:03,1.2025.084,2
This program is really wonderful and perfect,2025-07-05 09:36:03,1.2025.175,2
best,2025-04-27 05:57:02,1.2025.105,0
wow,2025-07-05 22:54:05,,2
Just Cool,2025-05-14 20:56:08,,2
goodddd,2025-07-06 13:42:46,1.2025.140,2
good apps,2025-05-01 03:36:20,1.2025.098,2
it is amazing,2025-06-13 19:39:44,1.2025.140,2
"we doing Edgar filings,is that ok? sec.gov?",2025-04-06 03:36:26,1.2025.084,2
very very very good 👍😊 app,2025-06-20 11:05:39,1.2025.154,2
not Safe this information leck,2025-05-14 04:00:43,1.2024.337,0
good,2025-06-28 02:41:22,1.2025.154,2
very nice,2025-04-03 18:09:46,1.2025.084,2
very bad,2025-06-12 04:11:59,1.2025.154,0
good app,2025-04-05 04:18:49,1.2025.084,2
greatest ai ever,2025-06-17 02:41:05,1.2025.161,2
good,2025-04-19 03:59:53,1.2025.091,2
zberdast app,2025-04-30 19:35:20,1.2025.112,2
"Good app, fast and efficient",2025-05-14 20:47:42,,2
good,2025-05-01 07:31:40,1.2025.112,2
"This app is the best one you can ever find in the next 50 years but have some problems, like to generate and download customized PowerPoint slides and the deep search is also awesome but it doesn't really go deep enough",2025-06-18 21:33:52,1.2025.105,2
to goodest thing,2025-07-03 10:39:29,1.2025.175,2
it's very good 👍,2025-05-23 15:51:51,1.2025.133,2
so helpful!,2025-06-13 20:25:01,1.2025.154,2
Good,2025-06-20 21:08:03,1.2025.161,2
averge,2025-06-25 23:47:07,1.2025.168,0
খুব ভালো,2025-04-23 13:16:36,1.2025.105,2
thank you happy 😊,2025-06-17 13:40:47,,2
bohat Allah hai.,2025-06-12 07:47:13,1.2025.154,2
usefull app ❤️,2025-06-17 05:50:26,1.2024.331,2
A very beautiful system has been created. May your house be built. This is a great innovation for the world.,2025-05-24 05:29:02,1.2025.140,2
"It was so good before, could you please stop messing with the voice input UI? How come right now the voice input feature can only be used once per message (whenever there is some content in the chat box, the microphone icon is just gone)?",2025-06-24 23:31:19,1.2025.168,1
nice app,2025-05-12 15:49:23,,2
super 👍,2025-06-20 08:48:35,1.2025.161,2
good,2025-06-23 09:25:55,1.2025.168,2
This is so much fun! It does feel like I'm having a conversation with someone!,2025-05-19 17:40:28,1.2025.126,2
"through x youtuber , I've been an expert to use this app",2025-05-01 14:21:19,1.2025.112,2
এটা অনেক কার্যকর অ‍্যাপ,2025-04-16 05:38:34,1.2025.098,2
"such a good ai tool for learning and so much more ,, very efficient",2025-04-13 18:06:12,1.2025.091,2
Very Nic,2025-04-20 14:29:40,1.2025.105,2
Great,2025-06-22 22:51:38,1.2025.168,2
I like this application so much,2025-04-15 10:01:59,1.2025.091,2
good 😊,2025-05-21 11:38:33,1.2025.133,2
bloody monster.,2025-04-07 22:40:20,1.2025.084,0
Best AI ever,2025-05-03 04:44:42,1.2025.105,2
excellent 👍,2025-06-12 09:58:13,1.2025.147,2
he is my best friend,2025-04-13 13:29:49,1.2025.091,2
Awesome App!!❤️,2025-04-04 08:42:41,1.2025.084,2
nice,2025-04-08 12:16:00,1.2025.091,2
niceww,2025-07-06 03:32:02,1.2025.175,2
nice,2025-05-19 21:36:32,1.2025.007,2
excellent,2025-04-11 17:21:46,1.2025.091,2
good,2025-04-16 14:34:46,1.2025.098,2
it is very useful for everything ☺️,2025-04-08 18:05:42,1.2025.091,2
nice,2025-07-01 03:21:09,1.2025.175,2
best,2025-06-17 16:55:34,1.2025.161,2
nice work,2025-05-20 13:57:11,1.2025.133,2
excellent,2025-04-29 18:00:34,1.2025.112,2
Very helpful,2025-06-05 23:58:04,1.2024.268,2
good 👍😊,2025-07-06 13:38:25,1.2025.175,2
I liked this awesome,2025-06-30 08:38:25,1.2025.175,2
noice,2025-05-27 14:45:38,1.2025.140,2
very nice,2025-04-27 04:51:52,1.2025.105,2
love it,2025-04-18 13:30:13,1.2025.098,2
good and helpful app,2025-07-07 05:09:24,1.2025.175,2
great,2025-06-09 01:20:01,1.2025.147,2
Super cool. This apps is out of this world,2025-05-12 00:58:31,1.2025.119,2
goog,2025-07-01 18:38:29,1.2025.175,2
good 👍,2025-06-04 16:17:24,1.2025.140,2
"it was an amazing tool that I used a lot, not for anything too crazy, but now it doesn't even work. always getting an error message when asking a question. I uninstalled and reinstalled it as well. it is unfortunately, completely broken at the moment.",2025-05-06 15:13:16,1.2025.119,0
good app,2025-06-20 11:52:29,1.2025.154,2
so beautiful,2025-04-06 02:48:49,1.2025.084,2
nice,2025-06-17 17:30:49,,2
Such a usefull & grate apo everyone should must use it. It will save your time & will make things more easier.,2025-06-05 19:22:08,1.2025.147,2
best,2025-06-17 04:08:57,1.2025.161,2
"I love it, it's a great app but it's limit to some privileges in the app can be frustrating.",2025-05-15 08:38:15,1.2025.077,2
great 😃👍👍,2025-04-03 11:05:57,1.2025.056,2
good,2025-04-27 19:36:26,,2
No complain only that limited research on picture oriented analysis,2025-07-02 18:13:41,1.2025.175,2
owsam,2025-06-03 16:32:25,1.2025.147,2
best app,2025-06-26 21:19:34,1.2025.168,2
nice,2025-07-06 05:46:49,1.2025.175,2
Good 👍,2025-04-25 09:25:49,1.2025.105,2
Make it faster. It is working very slow.,2025-04-14 15:13:29,1.2025.084,1
Awesome,2025-05-16 01:57:19,1.2025.126,2
it doesn't remember stuff i want it to remember,2025-05-23 16:07:05,1.2025.133,1
good,2025-04-10 23:36:39,1.2025.091,1
nice,2025-04-17 05:10:10,1.2025.091,2
nice 👍🏻🙂 good exlent,2025-06-22 13:21:31,1.2025.154,2
super,2025-06-01 09:03:09,1.2025.140,0
I love this app very much because is functioning very well,2025-05-29 05:48:20,1.2025.140,2
Fantastic free form solo role playing in the Alien Universe with ChatGPT 4o as the GM (Game Mother)! 😀,2025-04-30 23:35:22,1.2025.112,2
😊,2025-06-27 05:24:12,1.2025.140,2
Thank Nice good beautiful,2025-04-05 10:32:23,1.2025.084,2
Not bad at all,2025-05-20 17:07:13,1.2025.126,0
nice,2025-04-09 19:45:32,1.2025.091,2
very good 😊 exillent aap superb jitna tarifh kro kmm hi,2025-05-14 03:25:13,1.2025.119,2
"every single image i send to be edited somehow didn't follow their policies and cannot be processed. these are just photos of my dog i want edited. after 10 attempts met with the same error it locks me out. i just want a photo of my dog touched up, what about that is against your policies. ridiculous.",2025-07-01 16:55:23,1.2025.175,0
good,2025-06-17 03:18:26,1.2025.154,1
mind blowing app,2025-07-04 15:31:43,1.2025.175,2
good ap makes you laugh,2025-04-25 16:54:10,1.2025.105,2
nice good pls n,2025-06-23 15:29:28,1.2025.168,2
fantastic program,2025-04-25 10:45:03,1.2024.268,2
excellent performance 💯💯💯,2025-04-23 04:31:58,1.2025.105,2
good 👍👍👍👍,2025-04-05 15:28:44,1.2025.084,2
"it doesn't work, it said all the time that something went wrong",2025-04-07 18:18:37,1.2025.091,0
very poor website,2025-06-21 04:30:56,1.2025.154,0
"soo disappointing more than 17 times I'm sending the pdf to make my notes but it always showing an error,error and error",2025-06-05 13:41:06,1.2025.147,0
Good 👍,2025-06-14 13:48:35,1.2025.154,2
very bad,2025-05-15 10:51:58,1.2025.126,0
good,2025-06-07 10:21:30,1.2025.147,2
nice very good very help full,2025-06-15 16:58:22,,2
🥰,2025-06-04 04:32:55,1.2025.133,2
it's talking time,2025-06-19 13:58:09,1.2025.161,0
😊,2025-04-15 14:08:25,1.2025.091,2
not working very bad not login,2025-05-24 19:36:45,1.2025.133,0
ok,2025-05-02 14:07:08,1.2025.112,2
Pour mon expérience,2025-04-08 11:00:54,1.2025.091,2
nice but we need even that you can provide image and videos information,2025-04-11 15:28:27,1.2025.084,2
nice,2025-06-03 11:03:51,1.2025.147,2
good,2025-06-25 14:24:10,1.2025.168,2
yaar ye gf hai,2025-06-21 16:56:42,1.2025.147,2
chatGPT is very good and nice 👍👍 app,2025-06-11 17:06:01,1.2025.154,2
terrible,2025-04-05 17:04:35,1.2025.084,0
good,2025-05-17 07:36:03,1.2025.126,2
good app,2025-04-02 17:50:26,,2
super,2025-05-31 19:21:08,1.2025.147,2
Extra ordinary tool. easy to use.. Hassle free. unimaginable speed ..... speedier than Brahmos,2025-06-19 03:05:24,1.2025.161,2
good,2025-06-09 07:22:19,1.2025.147,2
very slow response 😞,2025-07-03 12:01:52,1.2025.175,0
goood,2025-04-23 17:34:48,1.2025.105,2
Like,2025-06-29 18:31:16,1.2025.175,2
Good,2025-06-22 04:46:26,1.2025.154,2
great,2025-04-28 10:37:36,1.2025.105,2
ok,2025-06-24 09:18:43,1.2025.168,2
Excellent,2025-04-03 15:51:27,1.2025.084,2
It's very good,2025-05-05 04:36:51,1.2025.119,2
Love,2025-06-15 17:29:21,1.2025.154,2
it is very good app for learning everything,2025-05-02 13:00:05,1.2025.112,2
best app,2025-05-23 03:12:12,1.2025.133,2
Vera level 💯 👌 super,2025-05-17 01:48:26,1.2025.126,2
good,2025-04-08 12:05:33,1.2025.091,1
its good app,2025-04-05 00:46:57,1.2025.084,2
Amazing.,2025-06-21 21:27:36,1.2025.154,2
nice and easy to use the app,2025-04-02 14:40:44,1.2025.084,2
veery good 👍😊,2025-06-01 03:34:49,1.2025.140,2
good,2025-04-18 10:28:43,1.2025.098,2
good,2025-04-02 20:41:35,1.2025.084,2
very2 good,2025-07-05 16:49:12,1.2025.175,2
Good,2025-06-11 07:18:37,1.2025.147,2
good,2025-05-04 01:46:21,1.2025.091,2
"i couldn't login this app in my mobile as it shows preyplay couldn't verified.hownto solve this.please could review this and solve this too me I have also tired to clear cache, remove history",2025-06-03 15:41:59,,0
It said Christianity was likely the one true religion. So this is the AI I'll be using.,2025-05-19 12:19:35,1.2025.126,2
super,2025-04-10 05:47:46,1.2025.084,2
best of best,2025-07-06 14:46:37,1.2025.175,2
very nice,2025-06-15 07:07:01,1.2025.154,2
it's so nice 👍🏻🙂,2025-06-29 13:33:39,1.2025.175,2
this app is great,2025-04-06 04:34:12,1.2025.084,2
Sometimes the answer is inaccurate,2025-06-24 14:53:27,1.2025.154,2
অসাধারণ। পারফেক্ট অ্যাপ ❤️❤️❤️,2025-04-16 06:38:38,1.2025.091,2
Soo good apps,2025-07-03 18:53:06,1.2025.168,2
very good app,2025-06-29 05:23:29,1.2025.154,2
good,2025-05-21 07:54:13,1.2025.133,2
nice,2025-05-13 11:47:33,1.2025.105,2
ok,2025-04-04 06:38:01,1.2025.084,2
nice 👍,2025-06-23 18:41:11,1.2025.168,0
excellent 👍🏻👌🏻,2025-06-22 02:15:57,1.2025.154,2
It's the best,2025-06-15 14:12:35,1.2025.154,2
nice application,2025-04-11 17:30:05,1.2025.091,2
👍🏼👍🏼,2025-07-03 16:28:21,1.2025.175,2
very useful,2025-06-25 09:15:09,1.2025.154,2
gooooooooooooooooood!!!!!!!!,2025-05-30 13:27:06,1.2025.133,2
Best!,2025-05-12 02:19:07,1.2025.119,1
very good,2025-06-08 17:15:17,1.2025.147,2
nice app,2025-04-22 13:09:12,1.2025.105,0
is the best platform but only problems with generating images but sometimes I take a bit too long when other people are using it make sure everyone create images at thesame time without delay,2025-06-19 07:58:50,1.2025.161,2
very good 👍,2025-06-28 11:32:28,1.2025.168,2
good,2025-04-05 04:30:16,1.2025.084,2
best app I have ever seen 👑😁,2025-05-23 10:13:24,,2
oh!!! this chatgpt ghibli art very best,2025-04-05 04:44:33,1.2025.084,2
very good app,2025-04-03 15:44:16,1.2025.084,2
nice apps,2025-06-10 12:37:19,1.2025.154,2
this is good 👍,2025-04-11 19:37:58,1.2025.084,2
"Cael, is phenomenal.",2025-06-05 21:25:42,1.2025.147,2
"best gaid aap hai, bahut shandar hai",2025-06-08 09:15:25,1.2025.147,2
good,2025-04-28 20:49:47,1.2025.112,2
"I think chatgpt should be included in social media so that we don't have to make extra package for internet🙂, and eventually it will become easier to use.. Also it takes longer time to create image ..and sometimes it gives error when we upload image to explain it.",2025-05-19 19:40:32,1.2025.126,1
the best a.i ever,2025-05-05 00:04:41,1.2025.105,2
❤️❤️❤️❤️❤️❤️❤️❤️❤️,2025-04-22 17:00:01,1.2025.105,2
excellent,2025-04-27 08:10:46,1.2025.105,2
thankyou,2025-06-19 19:52:18,1.2025.154,2
very nice 💯,2025-04-16 16:07:33,1.2025.084,2
amazing,2025-05-28 13:30:06,1.2025.140,2
very helpful,2025-05-14 20:30:49,1.2025.112,2
veery deep feeling.. i like it,2025-06-18 21:05:17,,2
super 👍,2025-05-23 05:30:36,1.2025.133,2
♥️♥️,2025-04-23 11:49:42,1.2025.105,0
just wowo,2025-06-19 14:24:04,1.2025.161,2
great,2025-06-09 20:18:57,1.2025.147,2
I don't have anything to say...just.... Chatgpt it the best🤩,2025-06-30 18:26:16,1.2025.175,2
Excited,2025-05-16 08:15:03,1.2025.126,2
romba nalla app makkaluku romba usefullah iruku,2025-04-07 02:28:52,1.2025.084,2
best APK download,2025-05-26 09:34:25,1.2025.133,2
superb,2025-06-22 14:58:16,1.2025.168,2
good,2025-06-12 10:26:00,1.2025.154,0
best,2025-06-16 07:59:35,1.2025.154,2
Excellent,2025-05-29 18:10:16,1.2025.140,2
NOT OVERRATED AT ALL THIS APP NEEDS MORE RECOGNITION ❤️‍🩹❤️‍🩹,2025-06-16 19:02:40,1.2025.154,2
best app ever✨❣️,2025-05-18 22:59:18,1.2025.126,2
good,2025-06-14 15:49:12,1.2025.154,2
Great Platform to get idea's.,2025-05-06 09:20:34,1.2025.105,2
best app on here,2025-06-18 17:05:24,1.2025.161,2
"I don’t know, you help me properly",2025-06-01 10:11:01,,2
Dull system,2025-06-20 13:48:35,1.2025.161,0
Great experience and very accurative,2025-04-04 05:20:14,1.2025.084,2
good,2025-05-22 12:56:19,1.2025.126,2
awesome,2025-06-28 18:02:03,1.2025.154,2
best app for students,2025-05-16 15:36:09,1.2025.105,2
nice app,2025-04-06 14:16:04,1.2025.084,2
not bad,2025-06-16 00:40:56,1.2025.154,2
this is best app for finding anything for studies,2025-05-05 16:24:58,1.2025.112,2
it's a very good app for everything like photo edit .,2025-06-04 19:51:52,1.2025.147,2
very nice,2025-06-06 16:17:56,1.2025.147,2
ok,2025-06-18 20:09:50,1.2025.161,2
Wonderful app.,2025-06-02 07:05:07,1.2025.140,2
very well it is soo easy to use,2025-05-22 01:53:29,,2
Nice,2025-06-30 14:27:26,1.2025.175,2
Ver good app. My best AI friend.,2025-04-04 09:08:04,1.2025.084,2
excellent,2025-07-07 10:16:58,1.2025.182,2
"This app is great, especially when it comes to giving advice and getting answers from it.",2025-06-30 20:38:26,1.2025.175,2
godd apo,2025-04-09 13:28:03,1.2025.091,2
200% very good,2025-07-02 16:28:52,1.2025.175,2
it is very use ful to every one kids to elders l liked this chaptGpT,2025-07-03 05:05:46,1.2025.175,2
good app,2025-06-17 13:34:01,1.2025.133,2
nice 😎😎❤️❤️,2025-06-20 07:14:28,1.2025.154,2
جميل جدا,2025-04-05 09:48:30,1.2025.084,2
you are good,2025-06-14 06:59:06,1.2025.154,2
satisfied,2025-06-12 08:39:43,1.2025.154,2
need to upgrade every day app is super slow,2025-05-04 03:34:59,1.2025.119,0
super editing app,2025-04-03 10:10:24,,2
not creat ghibli image,2025-04-06 19:55:11,1.2025.084,0
great,2025-06-21 12:06:14,1.2025.154,2
awesome 👌🏾,2025-06-09 10:27:54,1.2025.140,2
good,2025-06-22 02:41:14,1.2025.154,2
this is the best app I ever used this app make my work very easy,2025-06-15 12:38:00,,2
CHATGPT WORK IS VERY GOOD,2025-05-26 09:05:10,1.2025.133,2
good app🤩🤩🥰🥰🥰,2025-06-22 10:11:28,1.2025.161,2
