Comment,At,AppVersion,Sentiment
cool,2024-01-14 07:51:19,2.9.0,2
"Every time I try to open the app, it keeps closing. It keeps crashing. The authorities of this app need to look into this. They need to look into it or take a closer look.",2025-05-13 12:52:15,2.44.1,0
he father of Google Trust of India jay shree ram,2024-01-21 17:35:29,2.9.0,2
Brilliant,2024-07-13 14:46:46,2.23.3,2
most important app🗿✅💯,2024-02-04 16:37:23,2.10.0,2
doesn't follow my prompts in any way - Claude is better,2024-12-31 12:20:25,2.36.0,0
This is so good 👍 👏 🙌 😍,2024-12-11 16:56:47,2.35.0,2
very good,2025-01-11 13:52:02,2.36.0,2
A great Assistant,2025-01-17 14:32:53,2.36.0,2
brilliant so far,2024-10-27 04:17:52,2.31.2,2
excellent app& feature,2025-05-20 11:55:10,2.44.1,2
Great work 👍,2025-06-05 08:47:48,2.47.0,2
best ai,2025-05-23 15:03:53,2.46.0-google,2
Great Ai.,2025-02-21 08:58:53,2.40.1,2
This is phenomenal I love it,2025-06-25 12:21:40,2.47.2,2
Best to research on MUN for making a speech.,2025-06-07 06:59:53,2.47.0,2
સુપર એપ,2025-05-04 11:35:39,2.44.0,2
good searching ability about anything,2025-05-01 06:17:03,2.43.1,2
good,2025-04-23 08:36:05,2.43.1,2
I like perplexity to using search,2024-01-15 08:44:37,2.9.0,2
nice app,2024-06-21 07:44:31,2.22.0,2
really good,2025-05-02 22:16:03,2.44.0,2
جيد,2025-05-25 17:37:34,2.46.1,2
एक्सीलेंट,2024-08-09 17:21:33,2.25.1,2
Google goodbye 👋,2025-04-23 15:29:56,2.43.1,2
Good,2024-05-27 12:32:32,2.20.1,2
nice,2025-05-18 11:21:56,2.44.1,2
Easy to use and responds quickly,2024-02-27 01:47:31,2.11.1,2
Damodar Morwal that's good,2025-03-27 17:43:46,2.42.0,0
Interesting,2025-03-13 09:31:32,,2
Why Discover chapter is in Bulgarian language? Settings are selected for English language.,2024-11-26 13:01:36,2.33.1,2
"Incredible and excellent, better than gpt to arrange my trip",2025-02-25 12:25:54,,2
برنامه بسیار خوبی بود ولی الان چهار روزه با سرعت نت سیم کارت همراه اول ایران بسیار بد کار می‌کنه و عملا هیچ کارایی ندارد قبلاً اصلا این مشکل رو نداشت امیدوارم مشکل از نت باشه نه برنامه,2025-06-05 08:31:35,2.47.0,2
"nice response is good 👍👍 ,",2025-03-20 11:13:04,2.41.1,2
very very good app,2024-01-17 14:19:54,2.9.0,2
Good response,2025-05-19 18:01:11,2.44.1,2
très intéressant,2025-02-13 13:21:45,2.39.1,2
best ever chat bot for educational purposes,2025-03-27 14:07:18,,2
worst,2025-05-11 16:05:43,2.44.1,0
great,2024-12-04 16:59:12,,2
It's very useful,2024-05-25 06:53:02,,1
simple and detailed information,2025-05-27 17:53:02,2.46.1,2
Compared to chatgpt or even Gemini the speech recognition is absolute garbage. The AI as a replacement for Gemini is very very tempting and has plenty of capabilities but it can't even remember any of your information or previous conversations despite reminding it many times. It turned from an assistant to an annoyance very quickly because it keeps forgetting things and moreover it can't even understand,2025-01-27 06:37:27,,0
حلو جدا,2025-05-09 15:43:14,2.42.0,2
Excellent performance,2025-02-14 04:07:57,2.39.1,2
"normally i keep my ad blocker on but for some reason i wont understand, I saw the ad for Perplexity Pro for 12 months FREE, $200 value, clicked it right away and installed on the Samsung play store, opened the app and in settings went to 'manage subscription' and that took me to the perplexity ai website. It simply said 'perplexity is better on the app!' and when I clicked that, it automatically upgrade me to pro! woo! 12 months free and i didnt even have to add a credit/debit card?? sweeeeet.",2025-06-06 06:23:31,,2
"I would love for it to have a built in browser, I wouldn't need anything else!",2024-07-09 21:29:43,2.23.3,2
Excellent AI,2025-01-08 23:17:28,,2
More powerful than any AI tool I've used in a minute,2025-02-13 10:07:30,2.39.1,2
मुझे यह ऐप बहुत ही अच्छी लगी यदि आपको किसी विषय में विस्तार से जानना है तो उसके लिए यह बहुत ही अच्छी ऐप है,2025-07-06 02:42:47,2.49.3,2
I have only used the app a couple of times but so far it's pretty neat and has won me over keeping it on my phone. I've only been able to use the free version due to not being able to afford the premium version right now. 🙃 so I am only reviewing for the free version.,2025-01-11 17:20:26,,2
the best!,2025-07-04 08:29:55,,2
it's very good app. it is the best for research.,2024-10-11 15:28:52,2.31.0,2
super,2025-04-05 05:28:26,2.43.0,2
very useful app for collecting knowledge and many other things thanks for launching new app for solve all people doubts,2025-05-20 07:42:50,2.44.1,2
The level of accuracy and data provided is immaculate and on point!! Highly recommend 🙌🏼,2025-03-26 07:51:44,2.42.0,2
good,2024-01-13 20:17:09,2.9.0,2
Just Amazing.,2025-03-14 05:39:22,2.41.1,2
The result of this AI is really good,2025-04-30 01:34:56,2.43.1,2
so cool app,2024-10-05 14:41:56,,2
great,2025-06-04 05:25:22,2.47.0,2
wonderful app,2025-04-01 21:36:39,2.42.0,2
I am a new user but the beginning is good,2025-06-08 19:20:22,2.47.0,2
cool,2024-08-31 04:47:09,2.26.1,2
excellent,2025-05-01 01:34:50,2.43.1,2
mast hai,2024-08-31 06:33:32,2.26.1,2
"Good, Thanks ✅",2025-06-10 07:50:04,2.47.1,2
Best AI for coding purposes Helped me alot,2025-06-06 04:23:17,2.47.0,2
best app replace google,2024-01-19 12:56:35,2.9.0,2
very nice for students,2024-01-13 12:12:36,2.9.0,2
Good app for everything,2025-06-06 08:14:36,2.47.0,2
from my point of view it's to early to tell!,2024-07-13 23:02:50,2.23.3,0
my solved not question,2025-07-08 02:01:28,,0
bad product,2025-03-26 09:45:32,,0
Was great before 🥲,2025-03-15 10:29:12,,0
best AI,2025-05-12 13:37:55,2.44.0,2
One of the best AI app...! Excellent results...,2024-09-01 17:35:25,2.26.1,2
good,2025-01-08 16:49:08,2.36.0,2
Nice,2025-03-07 02:09:09,2.40.3,2
useful app,2025-04-02 15:01:33,2.42.0,2
"As AI is gradually incorporated into our lives, this app aids research and recieved my commendation",2023-11-09 12:35:25,2.6.0,2
"It is not opening after update, Please help😠😠😠😠",2025-05-21 18:28:03,2.46.0-google,2
good,2025-06-06 10:38:12,2.47.0,2
"Outstanding, clear, to the point.",2024-06-22 03:01:52,2.22.0,2
amazing,2024-01-16 07:07:24,2.9.0,2
good,2025-05-27 15:37:56,,2
love it I got my question answer fast reliable and great,2025-02-09 20:41:04,2.39.1,2
The best I can say that's all.,2024-10-18 05:23:48,2.31.1,2
Sehr schnell und auch Docs dazu,2025-03-07 07:21:58,2.40.3,2
best ai tool 😎,2024-01-13 13:02:07,2.9.0,2
"The assistant feature is not responding at all. While it is a great feature, can the team kindly fix it? Thanks",2025-01-26 17:02:31,2.38.0,1
more helpful than other ai aaps,2025-06-14 08:26:50,2.47.0,2
proud for India,2025-06-23 14:01:38,,2
this app is very good,2024-01-26 17:57:35,2.10.0,2
super,2024-03-01 19:08:54,2.14.0,2
good,2025-01-26 04:46:33,,2
Way better than google,2024-07-16 21:51:24,2.23.3,2
I have been using this app for a few months now and I'm really happy with the answers and associated links to source articles.,2024-01-07 17:23:26,2.8.0,2
good,2024-01-14 06:04:30,2.9.0,0
😍,2024-02-14 11:48:18,2.10.0,2
this is one of the best app i have ever use to get information..and this app is too quick,2023-12-25 19:13:49,,2
Great 👍,2025-03-18 14:12:30,2.41.1,2
its nice,2023-12-06 04:49:36,2.5.1,2
well user experience is way better than chat gpt but this seems to be a bit slow,2024-08-13 05:52:08,2.25.1,2
so nyc appp,2024-01-17 03:12:53,2.9.0,2
good performance,2025-04-08 08:57:35,,2
best ai ever in my life😏🍷🔥🔥🔥🗿💸👍,2024-10-20 02:47:55,2.31.0,2
"brilliant, powerful and game changing. Interaction with integrity!",2024-05-17 18:51:49,2.18.2,2
nice,2024-01-17 01:50:14,2.9.0,2
gives half of what you need,2024-04-12 07:57:44,2.17.0,0
great tool,2024-01-26 05:36:08,2.10.0,2
I love this app,2024-01-16 16:01:04,2.9.0,2
excellent,2025-06-12 17:19:56,2.47.2,2
great,2024-01-11 14:23:57,2.8.0,2
nice,2025-02-26 21:47:29,,2
Incredible ai Impressed by its response,2025-06-18 12:34:58,2.47.2,2
awesome app I like it,2024-11-16 09:08:16,2.32.1,2
i actually enjoy using this more than using ChatGPT. I like how Perplexity gives you other selections regarding the topic or question ask when researching and wanting to learn the subject of interest. The other selctions below keeps you engaged in the initial question ask by the inquisitor.,2025-01-01 21:49:03,2.36.0,2
it's really too soon to tell I've only asked two questions. So far my answers have been spot on and offered excellent helpful advice. I'm sure after using the app for a while that I will without a doubt beginning perplexity 5 stars .,2024-11-14 17:18:26,2.32.1,1
"The perfect blend of a search engine (answer engine) and LLM. Nothing has been able to find solutions and answers to questions like Perplexity. I have been a huge fan from the start, and it just gets better. I love the fact it provides sources and massively reduces the hallucinating of typical LLMs.",2025-03-29 01:00:45,,2
Powerful,2025-02-06 07:53:58,2.39.0,2
Better than Google 💯✨,2024-01-13 07:25:03,2.8.0,2
good app,2025-03-12 13:05:10,2.41.1,2
"Very good so far, love AI.",2024-05-28 14:21:20,2.20.1,2
Truly Great 👍 with you from the first,2024-08-13 17:04:22,2.26.1,2
best💯,2024-12-30 05:30:35,2.36.0,2
Koch kaam ka nhi hai dont working,2025-04-06 04:54:23,2.43.0,0
Get this and you'll never regret it,2023-11-05 07:50:45,2.5.1,2
"Can't sign in, otherwise great.",2023-06-06 10:08:39,1.0.16,2
so nice!& also perfect of assignment 😄😘🥰😝🤪🤐😛😜😇🤢🤮😲☹️😲🥺🥶😥😰😨,2023-11-14 14:33:30,2.6.0,2
nice,2024-01-13 17:06:38,2.9.0,2
Good,2025-07-04 09:30:50,,2
omg,2024-12-30 21:46:39,2.36.0,2
good app,2024-04-09 11:26:11,2.17.0,2
It is better than chat gp and it is very good in understanding Also,2024-11-09 08:10:40,2.32.1,2
personally better than hours of research from websites to websites on Google .,2025-06-28 12:06:03,2.48.2,2
indias best app,2025-06-02 01:51:01,2.47.0,2
good,2024-08-11 13:10:57,2.23.4,2
good but it can be excellent with better improvement 😚,2024-07-03 14:40:04,2.23.0,2
good,2024-08-23 01:44:41,2.26.1,2
basically an aggregator of Web. But easy UI,2025-02-26 04:55:22,2.40.1,2
"I'm on a business trip to Hong Kong.I've prepared a VPN for perflexity, and why it still doesn't work.I need to use it all over the world, so it has to be allowed to use VPNs, and companies like Google agree to use VPNs, and you're no exception.",2024-05-22 16:10:04,2.20.1,2
👍,2025-03-29 10:20:05,2.42.0,2
lovely,2024-01-29 08:32:11,2.10.0,2
it's very useful to me 🙂,2024-08-07 04:23:08,2.25.1,2
good,2024-02-17 05:41:01,2.11.1,1
"good application, way ahead than chatgpt and gemini in terms of creativity and features but in terms of quality a little behind",2025-06-14 03:39:53,2.47.2,2
"I love this app, it seems to be the best SEO and AI.",2025-02-15 20:18:23,2.40.0,2
very Good 👍,2024-10-21 02:37:17,2.29.0,2
"When I need additional confirmation that I'm not a bot on Cloudflare (everything is successful on the site) - the app just won't load and won't let me confirm it, given that I'm even on 1.1.1.1.1 dns. Lowering on 1 star, fix pls, guys.",2024-10-05 13:55:53,2.30.0,0
nice,2025-07-02 21:12:54,2.48.2,2
good,2025-05-06 10:44:26,2.44.0,2
👏 Amazing,2024-09-13 12:03:36,2.27.1,2
this not workful,2025-04-12 16:14:48,2.43.0,0
"I think it's better than chatgpt in many ways, like it can give you online sources. But one thing i hate is that it can't follow up conversations like chatgpt does. And that has been a problem for me",2023-06-25 09:46:26,,2
"I have been using this assistant for a while and I am really impressed! The responses are always clear, helpful, and quick. It understands my questions perfectly and gives accurate answers every time. The friendly and engaging approach makes it enjoyable to use. I highly recommend this assistant to anyone looking for smart and reliable support. Thank you for making my experience so much better!",2025-06-07 14:16:52,2.47.0,2
awesome,2024-05-19 10:12:59,2.20.0,2
ok ok,2025-05-21 12:36:32,2.44.1,1
Decent news/search app but the paywall keeps me from truly enjoying it.,2024-06-08 21:48:33,,1
it's more than an AI app 😎🤘🏼,2024-01-27 13:43:01,2.10.0,2
very useful,2025-01-12 13:37:19,2.36.0,2
Keren,2024-09-02 06:30:28,2.15.0,2
awesome,2025-04-27 15:01:23,2.43.1,2
good,2025-02-06 16:21:28,2.39.0,2
good,2024-09-05 10:12:16,2.27.1,2
help Full,2025-01-03 01:08:11,2.36.0,2
best,2025-06-11 11:57:48,2.47.0,1
giao diện ổn. tính năng show image ngay trong chat rất hữu ích,2025-06-18 11:00:51,2.47.2,2
good 😊,2025-06-28 07:48:44,2.48.2,2
this is awesome AI platform for all students.,2025-05-30 06:58:56,2.46.1,2
I just asked about A company I saw on facebook that was supposed to be called Steady ECOM and it told be some great info basically sAid to stay away.,2024-09-30 03:12:07,2.29.0,2
"The citation system uses numbered footnotes linking directly to sources—a boon for researchers and students. Delivers concise and contextexually relevant responses Option to save threads offline would be handy. Tablet version needs a catchup with the deep research feature and better use of landscape mode. It feels like a reliable, modern tool that enhances my search experience without any unnecessary clutter. Highly recommend as a smarter way to get answers on the go!",2025-02-23 23:33:47,2.40.1,2
good,2025-03-05 20:33:33,2.40.3,2
So far I do admit that I find it very informative,2025-03-31 00:01:46,2.42.0,2
"excellent results, thank you so much, perplexity, i love perplexity",2024-02-02 09:03:49,2.10.0,2
Just started using Perplexity. 😳Wow.,2025-02-09 13:46:55,2.39.0,2
would,2024-03-24 15:38:22,,2
pretty decent 👍,2025-04-10 11:53:23,2.43.0,2
ok,2024-12-23 04:34:29,2.35.0,0
overall application is just wow,2025-05-09 15:38:32,2.44.1,2
nice Aap,2024-01-13 21:40:00,2.9.0,2
अति सुंदर,2024-01-13 09:21:20,2.9.0,2
good,2025-01-31 13:21:28,2.39.0,2
i couldn't open the app it's not working,2025-05-11 05:50:48,2.44.1,0
The assistant's voice is not changing even after I changed it in the settings.,2025-05-06 02:22:11,2.44.0,1
very nice app and good answer as well,2025-02-07 08:05:21,2.39.0,2
nice,2025-03-29 11:34:26,2.42.0,2
good one,2025-02-21 19:29:19,2.40.1,2
amazing app,2024-12-19 08:17:33,2.35.0,2
good,2025-07-04 13:24:19,2.49.3,2
"I have been using the Perplexity app with the dark theme for a while and appreciated its previous design, which displayed answers in a white font. However, the recent update has changed the font to black on a white background, which is uncomfortable for users like me who prefer a dark interface. I kindly request a return to the previous dark theme or an option to adjust the settings accordingly.",2024-08-13 12:33:10,2.25.1,0
excellent performance 👍,2024-01-13 13:32:00,2.9.0,2
excellent,2025-06-16 11:00:52,2.47.2,1
love it,2024-07-16 07:36:55,2.23.3,2
very helpful. free and easy to use,2023-10-31 18:59:17,2.6.0,2
best ai,2024-02-02 05:36:10,2.9.0,2
🌟,2024-12-04 19:32:46,2.34.1,2
A quick download and use of just the free application to plan a 700 mile trip. Extremely fast and a great help.,2024-06-21 21:37:24,2.22.0,2
good,2024-05-20 08:11:45,,2
very good 😊,2025-07-04 02:56:59,2.49.3,2
Jai shree ram,2024-01-13 17:34:25,2.9.0,2
Very smart,2024-04-24 08:01:21,2.17.0,2
很奇妙的搜索体验值得一试,2024-11-25 01:45:51,2.33.1,2
best Platform . am using this platform for a long time.as such I think this is good for Indian people to use this platform.bevause this is Owned by an Indian.,2024-02-03 06:15:13,2.10.0,2
THIS IS A PERFECT AI I EVER SEEN,2025-07-05 16:58:33,2.49.3,2
Perplexity is a fantastic tool for doing research and getting well cited answers. What I like about it is how crisp the responses are and all of them have citations which adds an extra layer of confidence on the responses and answers. It also adds an accuracy to the answers. Chatting also is fun and really this is a game changer. I have been enjoying using it and hope everyones enjoy too. All the best Perplexity AI.,2025-03-01 00:26:24,2.40.3,2
thorough responses in pro-mode,2024-12-02 15:25:15,2.34.0,2
Good,2025-05-10 06:02:19,2.44.1,1
extraordinary,2025-05-28 13:45:07,2.46.1,2
Best Ai for fast summaries and website sources,2024-04-27 13:25:44,2.17.0,2
everything you want in a AI,2024-06-18 08:06:13,2.22.0,2
amazing aap for any questions,2024-08-22 06:59:47,2.26.1,2
it's awesome 😎,2023-12-08 13:39:59,2.7.0,2
love it,2025-04-04 15:00:37,2.42.0,2
"exceptional, especially for programming",2024-08-04 18:25:28,2.25.1,2
amazing app!,2024-03-05 21:31:19,2.14.0,2
best,2025-03-05 15:57:24,2.40.3,2
op,2024-09-16 04:36:33,2.28.1,2
overall good experience.,2024-11-19 05:34:03,2.33.0,2
"App always open to a blank screen on my Poco X3 Pro (MIUI 13.0.9.0 Global) but it works great on my other phones. Overall, very useful and nicely done app.",2023-09-23 10:26:29,2.1.0,2
"one of the best AI technologies, would highly recommend you to give it a try.",2025-02-22 16:31:40,,2
good,2025-06-10 02:17:20,2.47.1,2
Very easy to use and assertive prompt responses 👍,2025-03-17 17:27:50,2.41.1,2
good application,2024-02-22 18:18:51,2.11.1,2
nice,2025-04-24 00:55:40,2.43.1,2
cool,2025-04-16 05:03:58,,2
wow,2025-07-08 01:29:01,2.49.3,2
so nice app I use fast time,2025-03-10 01:37:26,2.40.3,2
good,2024-03-05 04:01:12,2.14.0,2
very nice 👍,2024-01-13 15:26:40,2.9.0,2
Kool app just ask it anything in general,2024-03-26 16:35:14,2.15.0,2
I started trying this app and was really using it for my daily learnings. ALAS! in a week this app showed its capabilities and down unnecessarily. Something went wrong is their favourite response with every click. Not much worthy.,2025-03-28 19:24:13,2.42.0,0
the app is very useful,2025-06-24 12:26:33,2.48.1,2
good,2025-04-19 09:06:07,2.43.1,2
I have try app and tomorrow ask me,2025-05-24 07:38:07,2.44.1,2
Nice app,2024-05-23 17:56:22,2.20.1,2
Simply Amazing! Great job for the the developers!,2025-06-17 23:11:29,2.47.2,2
I find it to be the best llm and use it constantly.,2025-05-26 14:26:34,,2
"i like it more than chatgpt, accurate information with good references",2023-10-14 22:39:34,2.4.0,2
"It offers different types of AI modals, which is totally amazing and its interface is also new, its a very good AI as per my idea.",2025-02-19 17:48:25,2.40.1,2
good keep it up,2024-06-04 02:02:19,2.20.1,2
Self righteous virtue signalling AI. Gives lecture on morality instead of giving direct answer. Negative critical thinking and lives in lalala land with no pragmatic approach,2024-07-17 05:32:20,,0
This is my favourite AI chat yet,2023-10-29 04:48:52,2.5.1,2
Very good,2024-09-20 13:35:23,,2
i like this app,2024-10-08 16:19:31,,2
awesome,2024-01-13 09:09:18,2.9.0,2
super sexy app,2024-05-21 13:38:19,2.20.0,2
very good 💯,2025-04-26 16:26:26,2.43.1,2
very good 💯,2025-05-15 03:30:53,2.44.1,2
not bad,2024-08-21 18:16:05,2.26.1,2
Very inaccurate or purposely deceptive results,2024-03-17 18:42:00,2.15.0,0
fast and clear answer,2024-01-26 04:22:06,2.10.0,2
this is seriously good,2024-07-27 14:24:58,2.23.3,2
nice useful information 👍,2025-05-03 06:53:03,2.44.0,2
"I've been using this apps Pro version for a month in a pro version and one thing I can say is that the Deep Research option is great, like great great. Pro search is also ok.",2025-03-10 07:46:49,2.40.3,2
I looks like a well known.❤️,2025-02-24 07:11:57,,2
Much quicker than Google search! I love this tool.,2025-01-09 17:12:05,2.36.0,2
Awesome,2025-04-04 10:53:02,2.42.0,2
"AMAZING AI app by far! It answers questions and performs tasks exactly to expectation. Very, VERY impressed!!",2025-04-20 00:29:13,2.43.1,2
mast,2024-04-19 14:41:36,2.17.0,2
amazing application that fits with the modern world where technology has become an inevitable tool,2024-07-01 17:48:09,2.23.0,2
it is very helpful especially to me because im a student,2025-02-20 12:56:08,2.40.1,2
superb app for students,2025-06-21 17:14:03,2.48.1,2
"Woke up to the best subject prompt as well as short yet powerful and informative subject matters, the fact it resonates currently and something I have always been interested in understanding 😀 👍 so thank you",2024-09-30 08:46:30,2.29.0,2
Perplexity Thinking,2024-09-09 20:42:00,2.27.1,2
very easy learning and smart ways of learning thanks for your help and the rules of learning thanks 🙏,2025-01-25 15:46:05,2.38.0,2
👌,2025-07-03 16:39:42,2.48.2,2
it's just amazing app😍😍,2024-10-28 00:45:15,2.31.2,2
a very good results,2024-02-14 13:47:19,2.10.0,2
It's better than Chat gpt,2025-06-11 12:08:00,2.47.0,2
better but best next time,2025-06-08 14:41:56,2.47.0,2
very good,2024-09-20 08:42:05,2.29.0,2
"The interface is clean and pairs exceptionally well with Gboard's voice typing. Simply speak your question, regardless of vagueness or verbosity, and it captures the essence, delivering near-instantaneous searches and clear responses. Tasks that once took 10-30 minutes now take mere seconds. The paid version offers a choice of models, including premium versions GPT4 and Claude without any extra charges, which I find to be a great bargin.",2024-02-08 05:23:38,2.10.0,2
excellent assistant,2025-05-24 01:36:42,2.46.0-google,2
verry usefull,2024-10-12 23:53:58,2.31.0,2
What a app and it is definitely more knowledgeble than deepseek amd copilot,2025-03-02 06:37:00,2.40.3,2
amazing,2024-01-26 03:30:47,2.10.0,2
it's it good,2024-02-05 06:40:45,2.10.0,1
nice app,2024-06-06 16:36:49,2.21.0,2
not better but like google,2024-01-20 07:22:24,2.9.0,2
The best than gooogle,2024-01-10 20:29:22,2.8.0,2
"very good AI, helps me with almost everything that I need, and also i tried perplexity assistance, and it's good, of course, not like Gemini, what already integrated with Google assistance, but it's really good alternative to Google.",2025-05-14 12:17:58,2.44.1,2
not give suitable details like google,2024-01-18 09:44:38,2.9.0,0
nice,2025-07-02 10:06:58,2.48.2,2
wow,2025-05-22 13:17:28,2.46.0-google,2
Osm aap he,2024-02-03 16:53:22,2.10.0,2
Very good to use 👍,2025-04-18 22:03:51,2.43.1,2
very good,2025-06-20 13:40:19,2.48.1,2
india is best don't use foreign apps,2024-01-16 06:15:01,2.9.0,2
"very well manuel, faster than Bing's gpt4",2023-12-19 12:56:12,2.7.0,2
Fast search,2024-01-07 12:52:17,2.8.0,2
عالی,2025-04-05 16:28:05,2.43.0,2
Good app for ai,2023-09-15 18:07:45,1.0.29,2
It is excellent,2024-02-01 07:27:18,2.10.0,2
good system,2025-05-30 16:00:42,2.46.1,2
Seems better advice & answers than google,2023-08-29 15:48:11,2.0.2,2
the responses are sufficient and on point,2024-02-14 18:48:58,2.10.0,2
very good,2025-06-11 14:34:02,2.47.0,2
it is good 👍🏻👍,2024-12-01 12:45:56,2.34.1,1
good,2024-01-15 15:23:57,2.9.0,1
good,2024-01-12 23:44:13,2.8.0,2
amazing performance,2025-04-03 18:13:44,2.42.0,2
Perplex answers 🗿,2024-06-06 00:05:45,2.21.0,2
"It's an amazing app, very specific to the point. Clear about all the information. It's in its development phase lot to go. Just to add up that kinda consideding students like me who want detail info including formulas concept and indepth problems related to it which can cover all the spheres it would an amazing tool for students as well as others to choose it over any ai. Its a fabulous ai just fall love with it. Thats what is my opinion regarding it for the developers.Trust me guys is too good",2024-03-13 15:43:07,2.15.0,2
very efficient,2025-04-16 06:32:03,2.42.0,2
this is good 👍😊😊,2025-05-20 05:23:58,2.44.1,2
❤‍🔥❤,2024-01-14 03:52:45,2.9.0,2
Simply the best.,2025-03-08 14:20:29,2.40.3,2
So far I'm pretty impressed.,2025-05-06 19:35:00,2.44.0,2
this app is fantastic 😍,2025-06-19 09:29:13,,2
better and affordable than chatgpt,2025-02-19 08:42:27,2.40.1,2
very good app i think so many indian peoples need this app,2024-01-13 14:24:32,2.9.0,2
great 👍,2025-07-01 13:24:13,2.48.2,2
make it such better 👍,2025-05-27 09:51:51,2.46.1,0
🤩🤩🤩🤩 plain and simple 🧠=🤯,2023-12-28 08:46:50,2.7.0,2
too much useful application,2024-04-20 15:44:10,2.17.0,2
Beyond perfection !,2024-08-22 10:39:23,2.26.1,2
Excellent app,2025-04-20 16:29:00,2.43.1,2
why photo ensert is not working,2025-01-15 04:15:45,2.36.0,2
It is very useful I used this app while my exams to clear doubt it was all time accurate and give an option to not waste on unnecessary things 🤍🤍🤍,2025-03-19 03:28:15,2.40.3,2
It's a really great AI tool. I highly recommend it.,2025-05-03 18:08:01,2.44.0,2
Excellent and precise results for all queries.,2025-04-20 09:20:17,,2
very helpful in study,2024-07-07 03:25:19,2.23.0,2
so far I'm loving it. the app is quick and the voice is very smooth and authentic-sounding as opposed to robotic monotone. info comes up fast and you can pretty much hold an actual conversation depending on what your trying to find out or the topic your trying to learn.,2025-06-05 19:01:31,,2
super 👌,2025-06-05 20:33:37,2.47.0,2
Good app,2024-04-18 02:08:31,2.17.0,2
its very useful application for any field .,2024-01-15 19:45:56,2.9.0,2
very nice 👍🏻,2025-03-30 08:24:01,2.42.0,2
fabulous and amazing 🤩,2024-01-21 06:57:34,2.9.0,2
nice,2025-06-15 23:36:53,2.47.2,2
NICE,2024-09-08 14:24:11,2.27.1,2
good,2025-04-19 18:34:22,2.43.1,2
A+,2025-05-07 19:44:52,,2
best Ai tool,2024-05-05 14:00:08,2.18.2,2
"This app is exactly what I have been thinking for years, a way overdue replacement for the traditional blue links, google has dropped the ball so hard. You absolute legends!",2024-01-18 15:53:13,2.9.0,2
I like it,2024-03-13 13:31:58,2.15.0,2
good,2025-06-25 05:27:14,2.48.2,2
very good,2025-05-22 16:50:44,2.46.0-google,2
It Doesn't show video links.,2024-02-10 12:05:10,2.10.0,0
"This app doesn't provide in-text citations for academic work. It can only give high lighted numbers that when you click on it, it will take you to the site, which is not good for a researcher.",2023-10-21 13:31:14,2.4.1,0
great app,2024-01-03 11:20:36,2.8.0,2
Much better than a search engine.,2024-10-14 00:53:51,2.31.0,2
good,2025-07-08 01:16:10,2.48.2,2
Google on steroids,2025-01-06 19:53:01,2.36.0,2
amazingly designed app ❣️❣️❣️❣️,2025-01-11 12:44:55,2.36.0,2
best ai tools mind blowing,2025-06-05 11:52:27,2.47.0,2
Great,2024-11-02 04:25:34,2.32.0,2
so cool 😎 amazing app fantastic🥰🤩,2025-02-17 14:32:39,2.40.1,2
excilent,2024-03-24 15:56:15,2.15.0,2
better than bing Ai Copilot,2025-02-06 01:25:31,2.39.0,2
Verry good app. Verry useful app,2024-05-22 10:14:05,2.18.2,2
Insanely affective.This literally blow my mind how accurate this app is at the same time saves time as well.,2024-01-09 22:53:54,2.8.0,2
very very very good app,2025-02-06 17:51:29,2.39.0,2
"The App seems to be interesting, but before giving 5 stars, I need to explore it more",2025-03-12 19:32:24,2.41.1,2
very incredible 👏🏻👏🏻👏🏻👏🏻,2025-01-24 16:09:53,,2
I am human you have to trust on me I ask this app which t type of you are *****. ***** *** ***************** **********,2024-02-20 15:49:08,2.11.1,2
"This has made medical research move at light speed for me. I've also been able to find all sorts of obscure information, that you'd never find on Google.",2023-11-04 23:34:50,2.6.0,2
nice,2025-04-16 04:02:47,2.42.0,2
😊,2024-01-29 04:22:01,2.10.0,2
its image analysis needs to be worked on more,2025-03-21 21:04:26,2.42.0,2
"very effective, sometimes over opinionated, but you are the boss, so it can be corrected.",2025-03-20 12:41:20,2.41.1,2
best,2024-11-24 06:11:11,2.33.1,2
best,2024-01-14 13:29:23,2.9.0,2
bestt,2025-03-03 06:03:41,2.40.3,2
🇮🇳🇮🇳,2024-03-06 05:25:57,,2
excellent 👌👍,2024-07-07 03:24:36,2.23.0,2
Perplexity is my GO TO resource....... I love it.,2024-07-16 01:44:54,2.23.3,2
amazing!,2024-08-01 00:02:10,,2
best app for students,2025-03-12 02:38:49,2.41.1,2
"wow,sofar l got best answers for my questions",2024-05-31 14:56:01,2.18.2,2
Great application!,2025-01-29 07:47:53,2.38.1,2
Excellent,2025-04-16 15:06:27,,2
best app in the world,2024-02-28 17:50:35,2.14.0,2
"Probably the BEST all-around AI assistant out there. Consistently provides accurate, concise responses. I depend on it a lot for work. I'd buy the full version but these services are a little expensive right now. maybe if they come down a bit?",2025-06-30 23:08:44,2.48.2,2
the best app,2024-08-12 00:22:04,2.25.1,2
goood,2024-01-29 17:27:58,2.10.0,2
really impressive.,2024-12-04 22:50:25,2.34.1,2
Space files aren't accessible with Perplexity Pro on Android. As is makes this app rather limited. Could be worthwhile if the app actually worked.,2024-11-30 18:29:54,2.34.1,0
GOOD AI,2025-02-11 01:16:39,2.39.1,2
very nice application 😃😃,2024-01-23 05:04:09,2.9.0,2
