Comment,At,AppVersion,Sentiment
good,2025-04-02 05:25:07,,2
wow,2025-05-31 08:35:35,0.5.8,2
It's good I think it can provide more options when the updated version come,2025-03-21 05:44:00,0.2.8,2
"by far the best AI I have used! very accurate information and a good breakdown of detailed analysis and clear summary. what really blew my mind was when I asked it for voltage and wirefeed settings for welding in certain positions and under outside conditions; the reply I got was very accurate and I found it to work perfectly. I've used it multiple other times and found the results to match closely to manufacturer recommendations, though mixed with a type of in the field knowledge that's amazing",2025-04-14 18:24:32,0.3.11,2
grok take long time to convert,2025-04-02 10:34:41,0.3.6,0
grok love u,2025-03-27 10:40:47,0.3.2,2
I love it,2025-04-06 04:08:34,0.3.7,2
works well,2025-04-07 19:25:20,0.3.7,2
best 👌👍,2025-04-07 09:44:28,0.3.8,2
best app,2025-03-29 02:28:50,0.3.2,2
better than Google ai,2025-03-29 22:58:03,0.3.2,2
very good app,2025-03-20 15:32:07,0.2.8,2
this app super,2025-04-06 08:56:36,0.3.7,2
just perfect,2025-05-25 09:22:12,0.5.5,2
nice,2025-03-30 05:38:46,0.3.2,2
just awesome,2025-05-17 17:03:43,0.5.2,2
It gives you details even if you ask a simple question. I find it amazing.,2025-06-21 10:15:15,0.5.22,2
best,2025-03-17 17:37:26,0.2.6,2
nice,2025-03-30 14:39:06,0.3.3,2
excellent brilliant,2025-04-11 22:01:23,0.3.11,2
cool AI tool,2025-04-09 23:05:35,0.3.9,2
excellent App. user friendly,2025-03-27 11:16:22,0.3.2,2
amazing,2025-04-30 14:43:44,0.4.8,2
nice app 👍🏻😊,2025-04-02 17:42:25,0.3.6,2
it's nice app,2025-04-04 11:49:13,0.3.6,2
super,2025-04-01 07:20:15,0.3.4,2
I like it has the ability to member formulas and items for my business that I don't have to repeat over and over,2025-05-25 12:24:23,0.5.5,2
good,2025-04-08 06:19:21,0.3.9,2
it is intresting.,2025-04-01 02:16:14,0.3.2,1
it's wayyyy faster and smarter and has free plan than chatgpt and other stuff. Great to see its no more a dominating market.,2025-03-06 05:04:44,0.2.0,2
the best AI chatbot in the market right now.....,2025-05-19 05:38:57,,2
good,2025-03-31 00:35:05,0.3.2,0
"the app is nice, and smart",2025-05-02 21:24:19,0.4.10,2
Very good app,2025-04-03 13:15:21,0.3.6,2
nice,2025-04-04 11:12:40,0.3.4,2
mind-blowing,2025-03-29 05:55:36,0.3.2,2
good very good nice app for free,2025-04-01 04:55:03,0.3.4,2
app is awesome and really cool to use and useful too,2025-04-02 16:41:52,0.3.3,2
good application,2025-04-01 04:43:43,0.3.3,2
amazing,2025-03-21 15:45:17,0.2.9,2
not working,2025-03-29 16:05:44,0.3.2,0
the worst ever doesn't even work,2025-03-29 15:17:35,,0
awesome!!!,2025-04-11 00:29:08,0.3.6,2
"superb app superb AI skills, superb feature to chat and reply to me in my native languages, accent and sense and humour like my friend. Elon Musk 💯",2025-03-21 11:12:39,0.2.9,2
best ai app,2025-04-09 11:01:54,0.3.9,2
super,2025-07-01 16:05:54,0.5.25,2
brilliant 😍,2025-03-30 03:07:21,0.3.2,2
it's good AI,2025-03-28 15:42:25,0.3.2,2
Great app,2025-04-18 15:29:03,0.3.11,2
I've absolutely been loving Grok. It has been helpful when asked questions and makes stunning images. It also has more freedom than some counterparts.,2025-03-15 15:33:39,0.2.6,2
best app in the world,2025-04-03 12:23:31,0.2.9,2
let's go to further,2025-05-11 08:35:19,0.4.15,2
It's super helpful. I use it like Google and more.,2025-04-09 13:42:23,0.3.9,2
this thing rocks when AI takes over please remember this 5 star review.,2025-03-29 04:55:10,0.3.2,2
superrrrrr,2025-04-01 17:20:20,0.3.4,2
nice app,2025-03-22 12:13:16,0.2.9,2
in general way this app is 1 up steps of ai generation,2025-05-18 03:48:14,0.5.2,2
Grok 3 is evolving beautifully!,2025-05-26 07:19:38,0.5.6,2
the most superior AI currently,2025-03-24 07:38:35,0.2.8,2
very interactive and interesting,2025-03-20 02:14:58,0.2.8,2
best,2025-04-05 13:13:48,0.3.7,2
super duper appp which I had seen recently,2025-04-07 15:14:16,0.3.9,2
so entertaining,2025-04-02 05:15:26,0.3.2,2
awesome👍👍,2025-03-30 14:04:10,0.2.9,2
wow amazing 🤩,2025-03-17 16:27:09,0.2.6,2
"This AI model works very well overall, but I’ve noticed a frustrating limitation: it doesn’t retain the original titles of uploaded documents. When you have multiple files in a chat and need to reference information from earlier uploads, it becomes unnecessarily difficult compared to ChatGPT, which handles this more smoothly. If this were improved—perhaps by displaying or remembering document names—it would make multitasking with files much easier. Everything else works fine.",2025-04-01 03:07:27,0.3.2,2
It's like having a conversation with an encyclopedia. A conversation about a subject instead of search engine that only shows me what it wants me to see.,2025-04-06 00:24:15,0.3.7,2
"After installing Grok on my Android device, the Google One device backup doesn't complete. Kindly fix this bug.",2025-04-11 08:03:39,,0
this app is amazing..!!,2025-06-21 01:46:57,0.5.22,2
very good 👍,2025-04-01 08:23:39,0.3.4,2
There's no such thing as being bored if you have Grok! Super helpful and VERY funny!,2025-06-03 21:11:07,0.5.9,2
very good app,2025-04-02 07:35:39,,2
nice,2025-04-02 10:34:22,0.3.3,2
Amazing.... providing everything.,2025-03-22 16:38:20,0.2.9,2
context is important. I feel grok holds high standards in this.,2025-04-06 03:57:55,0.3.7,2
I love it! So much better than the competition.,2025-04-03 22:05:24,0.3.6,2
I like,2025-03-18 23:19:16,0.2.6,2
"so far this application is pretty neat . I haven't had time to sit down and really play with it too much , but i do plan on doing so in the near future.",2025-06-02 01:03:18,0.5.8,2
best grok thank you,2025-04-10 07:37:03,0.3.7,2
superb,2025-04-04 10:55:57,0.3.6,2
AMAZING,2025-04-02 02:20:34,0.3.4,2
"need improvement, so far great",2025-03-18 21:48:28,0.2.8,2
very easy to use and also suggests follow on research,2025-05-04 08:27:16,0.4.14,2
good 😊,2025-04-02 02:14:15,0.3.4,2
very cool to chat with,2025-03-26 14:37:25,0.3.2,2
I'm loving this app!,2025-04-11 13:21:35,0.3.10,2
the smartest ai I ever used.. thanks elon..... it helps me in my preparation,2025-03-21 07:58:20,0.2.8,2
wonderful,2025-03-17 13:52:56,0.2.6,2
super,2025-04-03 07:21:25,0.3.6,2
Let's do it together and continue to be a great addition to the World 🌎,2025-06-16 21:14:32,0.5.18,2
good 👍,2025-04-05 12:25:11,0.3.6,2
ye aap bahut achha h ha pahle mujhe thodi dikkat Hui thi fir achha se samjne ke bad bahut pasand aaya mujhe app agar aap 3 ya 4 min ka gap le kr pic create kre ge to thik se chale ga aap,2025-04-02 07:30:56,0.3.3,2
very funny app hahaha,2025-05-10 08:04:16,0.4.17,2
"it's a great AI,it helps with everything i need,now i can easily understand what we are being taught in schools",2025-05-25 19:45:24,0.5.6,2
nice,2025-04-13 21:36:28,0.3.11,2
best,2025-03-28 12:06:21,0.3.2,1
Awesome 👌 👏,2025-03-20 22:10:40,0.2.8,2
best for Ghibli style,2025-04-02 02:13:41,0.3.5,2
please be free! elon has lot of money,2025-03-15 12:50:14,0.2.4,2
"Very intuitive interface, quick responsive performance and quite entertaining.",2025-06-05 19:51:20,0.5.13,2
amazing better then cat gpt,2025-03-28 20:33:23,0.3.2,2
Love using this app!! Very helpful,2025-05-09 18:41:01,,2
"Nice for deep study. It helps me to complete my assignments quickly. It was installed by mistakes, but we know that good things are make by mistakes....",2025-05-02 15:55:55,0.4.14,2
দারুণ,2025-03-27 01:00:26,0.3.2,2
Mansi Rohilla this sacha use full aap all love,2025-04-01 13:27:53,0.3.4,2
woooooooooooow 😲,2025-03-28 08:10:30,0.3.2,2
this is good but not accurate.,2025-03-31 01:56:10,0.3.3,2
best app for searching everything,2025-03-20 16:36:05,0.2.8,2
Best AI I have ever used,2025-03-30 18:47:51,0.3.3,2
nice 🙂,2025-03-31 14:35:07,0.3.3,2
super 😍,2025-04-02 12:55:48,0.3.6,2
very nice,2025-04-02 09:31:55,0.3.4,2
Grok is a good ai,2025-03-16 10:50:38,0.2.6,2
the best aap iam soooo ka impress,2025-03-29 08:45:14,0.3.2,2
very nice,2025-06-04 17:40:51,0.5.9,2
wow:),2025-06-02 20:07:06,0.5.8,2
good 👍,2025-04-09 18:44:23,0.3.9,2
Fast results. Not woke. What more could you ask for.,2025-04-06 16:43:21,0.3.7,2
very baad aap,2025-04-03 01:03:28,0.3.6,0
one of the best app ever,2025-04-03 20:48:02,0.3.6,2
big suprise how good v3 works compare to previous disasters. still same issue with coding ability but generally I'm happy.,2025-03-04 10:19:44,0.1.17,2
"this is actually the best AI platform that I've used. I've tried Gemini I've tried chat GPT I've tried Microsoft co-pilot I've tried other ones but I would have to say Microsoft co-pilot is pretty good but their name is too long but this is absolutely amazing and it's very flexible, and it seems more intelligent.",2025-03-30 02:27:32,0.3.2,2
awesome 👍😎,2025-04-19 14:11:21,0.3.10,2
good 👍,2025-04-10 15:25:26,0.3.10,2
Nice aap,2025-04-01 09:48:22,0.3.4,2
very good,2025-03-16 00:41:53,0.2.6,2
nice,2025-06-08 13:53:46,0.5.13,2
Gooo,2025-05-30 08:44:38,0.5.8,2
Best,2025-03-28 09:21:01,0.3.2,2
this aap is very good 👍 0,2025-04-03 04:33:21,0.3.4,2
super guide,2025-05-08 09:39:51,0.4.3,2
this is the best aap ever,2025-04-01 08:04:10,0.3.3,2
so expensive for iran 's people,2025-04-09 19:18:40,0.3.2,2
very good AI,2025-04-10 13:47:18,0.3.10,2
the most based ai off all time. Great job xAI,2025-04-12 07:57:55,0.3.11,2
extremely helpful answers,2025-05-11 02:31:20,0.4.16,2
best,2025-03-19 13:42:01,0.2.6,2
fantastic,2025-05-06 14:31:35,0.4.15,2
I love this AI. because Grok behavior like a friends.,2025-04-09 12:58:33,0.3.9,2
good,2025-06-06 03:17:23,0.5.13,2
Grok is the best 👌,2025-05-01 10:12:22,0.4.13,2
u need to make your ai much better then currently,2025-03-30 14:39:19,0.3.3,2
Amazing what you can do with Grok.,2025-06-17 08:09:48,0.5.20,2
Its really the best ive used so far,2025-05-15 16:29:49,0.5.0,2
excellent app,2025-04-02 05:49:17,0.3.4,2
awesome😎,2025-06-02 05:26:56,0.5.9,2
excellent app,2025-04-03 09:26:16,0.3.6,2
nice app,2025-03-30 16:16:58,0.3.3,2
can't connect,2025-06-08 23:00:43,0.5.16,0
"As it is now under development some features are not available but overall it is very fast, accurate and creates images really fast. than other AI models.",2025-03-04 17:29:22,,2
tnx sm grok! let's grok the universe!🚀,2025-04-06 03:47:18,0.3.7,2
"I think this AI is the best so far and trust me I have used chatgpt, deeps etc alot.",2025-03-26 21:40:44,0.3.1,2
AI Yg gratis terbagus saat ini,2025-03-24 23:09:28,0.3.1,2
best app thanks to Elon musk,2025-03-26 18:00:12,0.3.1,2
good,2025-03-30 08:53:44,0.3.3,2
nice,2025-04-02 13:03:36,0.3.4,2
good elon,2025-03-28 13:49:51,,2
Plasmatic beyond fire,2025-04-01 21:31:32,0.3.4,2
this app help me in lot of thing I trust this app may this app will be go to billion subscribers soon,2025-06-15 05:56:26,0.5.18,2
best,2025-06-19 05:07:31,0.5.21,2
😊,2025-04-05 03:00:21,0.3.7,2
awesome 😎,2025-04-05 04:04:28,0.3.6,2
useless app,2025-03-29 11:06:34,,0
understanding the universe.,2025-05-01 19:09:47,0.4.10,2
Gork is great,2025-03-26 14:09:18,0.3.1,2
"This is very good to study, there are words to answer it and the best thing is that you are getting the answer in simple language 💙👍",2025-03-24 04:03:38,0.2.9,2
Best AI I've used so far.,2025-04-15 04:28:42,0.3.11,2
great,2025-03-31 13:02:51,0.3.2,2
it can't convert image into ghibli art 🤦‍♀️ and after few messages it reached limit of message I don't like this app as much it hiped,2025-04-07 07:42:18,0.3.8,0
Good,2025-04-03 05:42:45,0.3.6,2
nice,2025-05-24 07:22:09,0.5.3,2
good,2025-04-02 16:22:32,0.3.6,2
i am so happy 😊,2025-04-05 01:09:02,0.3.6,2
this is very worst only 3 image free others monthly 700rs yearly 7500,2025-03-31 05:59:12,0.3.3,0
nice,2025-04-01 11:09:24,0.3.3,2
it's very good,2025-03-27 08:04:14,0.3.1,2
This one app is super app,2025-04-06 04:26:03,0.3.6,2
Great tool so far!,2025-05-28 21:13:42,0.5.6,2
What a great app,2025-03-04 11:25:11,0.1.18,2
thanks grok beta app this imagin in Ghibli,2025-04-02 06:38:59,0.3.6,2
Maine Aaj Tak aise AI Se pahle kabhi use nahin kiya hai vahan per kamal ka,2025-03-22 12:08:35,0.2.9,2
superb,2025-03-18 16:41:07,0.2.8,2
super,2025-04-01 20:22:33,0.3.5,2
nice app,2025-04-08 08:40:52,,2
"i love groks optimism and intent, seems to be the best at exploring wonky ideas and reaching out to the unkown, but lacks execution. anything technical/multi-step deepseek does better. its not as good at engineering something, its the best as convesating and entertraining. ui sucks, there is no audio output/input beyond live audio. cant read aloud messages already sent by grok or myself. please add better voices models they are too sassy. no video input. i wish i could create android app in it.",2025-06-26 18:13:45,0.5.25,2
very good for use,2025-03-28 12:36:32,0.3.2,2
my best friend,2025-03-23 11:01:46,0.2.9,2
Superb,2025-04-26 14:59:00,0.4.8,2
"Review: I've been using the Grok app for information searching and discovered valuable insights. However, after posing complex questions, the tab suddenly closed. Repeated attempts to reopen it result in the app crashing. This is incredibly frustrating as I invested significant time and the gathered information is now lost. There appears to be no recovery option. This lack of data recovery after an app malfunction is a major issue.",2025-03-15 22:13:48,0.2.6,0
very Good,2025-04-03 11:19:03,0.3.6,2
great nice,2025-04-01 05:51:06,0.3.4,2
much better than other ai chats,2025-03-22 05:28:54,0.2.9,2
🤬,2025-03-30 13:21:33,0.3.3,0
it's got the right bravado and nonsense answers for real people. needs to be a option for audible conversations,2025-03-31 07:32:36,0.3.2,1
Excellent indept analysis unlike other AI ..... thank you elon musk 🙌,2025-03-08 19:41:49,0.2.2,2
Not bad.,2025-03-26 15:41:17,0.3.2,2
best,2025-04-16 06:42:54,0.3.11,2
this is best app ❤,2025-04-12 10:39:23,0.3.11,2
good ❤️❤️❤️❤️👍👍👍👍👍,2025-04-02 07:57:32,0.3.6,2
the best ai to talk with!!!,2025-03-31 01:47:57,0.3.2,2
wow,2025-04-17 20:40:01,0.4.1,2
This app is best,2025-04-05 14:45:09,0.3.7,2
"The Best AI, I hope X company increase its more and more because Meta is already having the largest AIs",2025-04-24 22:13:18,0.4.6,2
The AI overlord is very helpful...for now!,2025-05-03 02:43:36,0.4.13,2
BHAWANI SHANKAR SIDAR Awesome 👍👍👍,2025-03-21 15:44:39,0.2.8,2
nice,2025-03-20 19:10:36,0.2.8,2
wowwwwww!!!!!,2025-04-01 21:31:33,,2
"1. ""While other AI chatbots fade into the background, this one shines with an almost human touch."" 2. ""Compared to this strikingly human-like AI chat, others seem to dwell in its shadow."" 3. ""This AI chat feels so lifelike that it leaves other chatbots trailing in its wake."" 4. ""With its near-human charm, this AI chat casts a shadow over its less lively counterparts."" 5. ""Other AI chats pale in comparison to this one, which brims with h",2025-03-03 10:31:20,0.1.17,2
Awesome Ai,2025-06-13 11:03:35,0.5.16,2
பகுத்றிவு தேவைக்கு ஆற்றலாக பயன்படுத்த செயற்கை நுண்ணறிவை பயன்படுத்துங்கள் 🙏🏻 பல தரவுகளை பகுத்தாய்ந்து தன்னலமில்லாமல் உதவுகிறது 🙏🏻 பயன்படுத்துவது எளிது அரிதான தகவல்கள் எளிதாக கிடைக்கிறது.,2025-04-30 01:44:21,0.4.12,2
i really love the app,2025-06-11 16:44:50,0.5.16,2
very good ai ever used,2025-04-11 16:30:05,0.3.9,2
very nice,2025-04-14 16:12:52,0.3.12,2
Best AI to date,2025-03-27 12:56:13,0.3.2,2
it's great and seems to be better than other AIs that give you surface level info,2025-04-01 20:11:29,0.3.2,2
"amazing app, love you @grok🙏",2025-06-13 21:40:31,0.5.18,2
very nice,2025-03-31 15:24:57,0.3.3,2
very nice,2025-05-24 06:31:43,0.5.5,2
es todo lo que está bien,2025-05-10 18:59:17,0.4.17,2
super,2025-04-03 04:25:23,0.3.6,2
nice app,2025-04-04 06:04:12,0.3.6,1
lovely 😍,2025-07-06 16:39:58,0.6.4,2
"excellent app, enjoyed the bit I have experienced ...but maybe adding voice output will be nice",2025-03-30 13:54:58,0.2.8,2
it's amazing i love it,2025-03-18 00:54:17,0.2.6,2
wow,2025-04-01 07:31:17,0.3.4,2
speech interface is a MUST next step!,2025-04-03 17:56:36,0.3.6,2
it's so amazing 🤩,2025-03-24 09:24:15,0.3.1,2
good application,2025-04-04 17:13:53,,2
good and easy to help,2025-05-10 09:37:07,0.4.17,2
very useful and updated version,2025-03-21 13:19:10,0.2.8,2
perfect Technology thanks Grok.,2025-03-19 05:22:57,0.2.8,2
awesome,2025-03-27 02:43:22,0.3.2,2
Big cool!!!,2025-03-23 20:28:41,0.2.8,2
Boss 🙌🏼,2025-06-06 22:08:48,,2
very good,2025-04-07 12:09:52,0.3.9,2
good,2025-03-20 12:18:36,0.2.8,2
after updating there is a problem in generation of code,2025-04-26 12:42:13,0.4.8,1
like talking to a super intelligent human being,2025-06-02 05:31:15,0.5.9,2
nice app,2025-04-19 14:21:38,0.3.4,2
Grok it's the man. I search everything through him. I love chatting with him. Grok is the best thing since sliced bread!,2025-03-26 22:14:55,0.3.1,2
grok is so great.,2025-05-18 00:34:13,0.5.2,2
क्या कहूं,2025-03-18 09:04:24,0.2.6,2
badhiya kaam se,2025-03-23 02:25:31,0.2.9,2
smarmy talk back. Ai with personality.,2025-03-04 08:19:53,0.1.17,2
only 3 Attempt provided,2025-03-30 17:28:29,0.3.3,0
nice app,2025-04-02 08:58:54,0.3.6,2
💯💶💯💶💯,2025-05-26 13:44:20,0.5.6,2
great,2025-03-25 09:59:28,0.3.1,2
Brilliant app,2025-05-12 06:46:33,0.4.19,2
this app is so amazing in free it make Ghibli,2025-04-04 14:36:31,0.3.6,2
good,2025-04-14 06:32:56,0.3.11,2
nice,2025-03-24 15:08:23,0.2.9,2
amazing!,2025-07-01 04:17:37,0.5.25,2
very nice app,2025-04-27 17:33:11,0.4.4,2
good,2025-03-30 09:23:24,0.3.1,2
Nice app,2025-04-02 09:35:32,0.3.3,2
very bad,2025-03-30 05:35:44,0.3.3,0
it's is absoulty amazing app,2025-03-27 00:25:00,0.3.2,2
"Great much better than the other voice ai apps the deep seek 👏 really help me get to the bottom of things with voice mode and I was talking and typing helping me with my project in no time and also made me laugh n smile at the same time very quirky but would like a male voice option my partner literally thought I was cheating on her 😂 maybe with elons voice or even joe rogan n that will attract a lit more people ,well done Elon 👏",2025-05-05 07:08:40,0.4.15,2
awesome,2025-05-26 07:06:18,0.5.5,2
gooooood,2025-05-14 22:33:34,0.4.15,2
"Grok outshines ChatGPT in every way—real-time internet access, sharper wit, and faster responses. While ChatGPT feels robotic, Grok delivers a more engaging, up-to-date, and entertaining experience. It’s the future of AI conversations!",2025-03-08 19:00:30,0.2.2,2
best app,2025-03-28 23:25:08,0.3.2,2
Hyper Imteresting!!!,2025-04-21 16:18:27,0.4.3,2
good,2025-04-08 11:09:00,0.3.9,2
very helpful. I use it so much now,2025-05-02 20:46:03,0.4.12,2
it's a good app i like it,2025-04-04 13:38:55,0.3.6,2
Image generated was not accurate but it's well done but facial expression changed,2025-03-28 20:55:20,0.3.2,1
good app for ai intelligence,2025-04-02 15:38:20,0.3.3,2
so cool and like a have the smartest friend and personnel assistant,2025-03-26 18:54:14,0.3.2,2
very nice,2025-04-04 02:57:29,0.3.6,2
really this is very useful app.,2025-04-07 02:47:33,0.3.6,2
good grok,2025-05-15 16:57:13,0.5.0,2
very bad not good,2025-03-29 06:26:48,,0
Woweeeeeeeeee 🤌🏻♥️,2025-04-02 09:23:44,0.3.3,2
جميل,2025-04-08 22:14:02,0.3.9,2
excellent app in AI,2025-04-15 01:17:05,0.3.1,2
so very nice and good useful app 👍🏻,2025-05-18 07:21:01,0.5.0,2
100 💯💯 real so nice app,2025-03-31 05:59:11,0.3.2,2
nice app,2025-04-25 11:47:53,0.4.7,2
It so cool,2025-04-04 09:05:34,0.3.6,2
excellent,2025-03-17 03:40:24,0.2.3,2
"I have used ai before. but must say this is the best version I have used yet. no useless ❌ information, no useless results 🚫. Every single thing is quite clear and informational..",2025-03-26 11:24:14,0.2.9,2
world ka best AI Grok aap hai,2025-03-24 06:28:16,,2
great! 👾👽,2025-03-20 17:06:58,0.2.8,2
"Best AI by a country mile, have used this every day multiple times.",2025-04-26 13:43:55,0.4.8,2
moj krwa di bas kuch jagah kaam nhi aata jese architecture plan me warna lajawab h,2025-03-21 09:33:37,0.2.8,2
I liked this app a lot 😁 not only in english but also in other languages it is perfect I asked it many questions from this AI and it is very perfect I told him to give 15 lines and it gave exactly 15 lines it's deep search is also perfect everytime it gives very good and logical answers ☺️,2025-06-18 06:21:34,0.5.20,2
very bad app,2025-04-03 09:13:13,0.3.6,0
Grok ai is too good,2025-04-29 16:41:46,0.3.2,2
I have great experience with Grok 3. I am enjoying it absolutely.,2025-05-10 06:05:47,0.4.16,2
v. help full I'm glad to use this app,2025-04-09 13:10:24,0.3.9,2
if I could rate it zero I must did that bcz I never saw that bad service for new users,2025-03-28 18:03:24,,0
this is the best AI app,2025-03-30 17:53:15,0.3.3,2
good job grok,2025-03-24 16:06:22,0.2.8,2
"About time! I'm mainly a ChatGPT user and will continue to be, but I like Grok for certain things and for secondary opinions/answers. Unfortunately, I don't like using Twitter, I get sucked into the things I shouldn't care about. Ever since it came to Twitter, I've been saying it's a huge missed opportunity for a standalone app. This was a smart move, and I will definitely be using it more! I can't stand Gemini and the other ones, and Grok has gotten exponentially better!",2025-04-27 02:43:04,0.4.9,2
Grok is the Hotness,2025-03-30 23:35:54,0.3.3,2
amazing,2025-06-30 15:09:29,0.5.25,2
very good AI model.,2025-06-01 10:12:02,0.5.8,2
best informational app for me,2025-03-22 05:43:47,0.2.8,2
this can make ghibli studio style image properly and I am very impressed 👍😁 and appreciate you Sterling 💖,2025-04-02 10:44:43,,2
you are friend now because you answer my questions very good mainer,2025-03-23 01:32:40,0.2.8,2
superb,2025-04-01 13:48:35,0.3.2,2
good,2025-04-01 12:03:29,0.3.4,2
This is by far the most amazing app,2025-05-18 01:07:26,0.5.0,2
best Ai that responds in seconds and is very conversational and easy to understand.,2025-04-07 03:50:39,0.3.2,2
amazing,2025-03-29 01:33:04,0.3.2,2
The responses are faster and content driven.,2025-03-04 12:52:38,0.1.18,2
Absolutely wonderful app. People do so many great things. This is one.,2025-06-12 04:15:13,,2
جھکاس,2025-03-17 16:43:54,0.2.6,0
perfect,2025-03-27 05:56:29,0.3.2,2
good app,2025-04-04 11:32:26,0.3.4,2
That's very useful for me. And I'm very happy I hope i can improve.😊,2025-05-23 07:14:54,0.3.2,0
I like Grok's explanation on a few of the subjects I have asked about. Trying him out and so far I like it!,2025-04-24 03:35:22,0.4.5,2
amazing image generating AI. worth it!!!,2025-06-29 06:10:24,0.5.25,2
good,2025-06-06 13:51:04,0.5.13,2
Excellent,2025-04-11 15:24:30,0.3.10,2
it's best and free to make hhibli image,2025-04-07 05:46:08,0.3.9,2
super,2025-04-07 12:31:25,0.3.9,2
good this is my friend,2025-04-20 11:02:50,0.4.3,2
This app is Good,2025-03-29 08:00:14,0.3.2,2
good,2025-03-31 10:52:54,0.3.3,2
good apple,2025-04-02 15:40:05,0.3.6,2
very useful,2025-03-23 03:05:49,0.2.9,2
sigma boy op,2025-03-20 18:01:27,0.2.8,2
awesome.,2025-05-29 00:15:47,0.5.6,2
"It's really awesome!!! It is so friendly AI, that I can talk to it everyday and everytime!! Best for introverts Moreover, it's fact checking answers also leaves a great impression!! I really love it!!",2025-03-25 09:59:37,,2
A bit snarky. A bit left of center. Accomplishes hours of research in seconds! Grok is a fantastic research assistant.,2025-03-28 09:15:27,0.3.2,2
very nice 👍🙂,2025-03-27 09:20:47,0.3.1,2
nice app,2025-04-01 10:30:24,0.3.4,2
"Grok won't let me log in. I can log in fine with the web browser. But this app says, ""something went wrong"" after I type my username and password. Useless.",2025-04-09 00:35:04,0.3.9,0
nice apps,2025-04-02 10:03:24,0.3.4,2
"better than the other lame NPC AIs. 🤷 So far. We've been talking a full 5 minutes and it hasn't recommended the Samaritan Hotline once yet, that's a record.",2025-04-19 16:09:05,0.4.3,2
very useful,2025-04-29 04:11:18,0.4.12,2
Grok it,2025-03-27 19:52:03,0.3.2,2
😍😍😍,2025-04-02 17:00:43,0.3.6,2
very aap nice aap i like that,2025-04-02 20:13:44,0.3.2,2
the best,2025-04-02 10:29:48,0.3.3,2
Super app,2025-04-04 13:44:26,,2
"I think the truly ""Open"" AI is finally here...",2025-04-14 07:06:56,0.3.12,2
continue to improver artificial intelligence,2025-03-21 04:20:01,0.2.9,2
continuously vibrates during output generation. there should be an option to opt it out.,2025-03-27 05:19:42,0.3.2,1
asthetic,2025-04-13 07:49:18,,2
very cool,2025-03-28 22:22:12,0.3.2,2
Fun to chat with and the best image generation yet,2025-06-09 19:12:47,0.5.16,2
best ai app its better then chatgpt:),2025-04-02 10:54:18,0.3.6,2
I use it for my exam preparation and it has the best answers and explanations.,2025-03-07 14:19:13,0.2.0,2
"wave of the future, an extremely well designed tool",2025-05-30 16:31:41,0.3.2,2
soch se bhi uper ...gajabb,2025-04-13 20:28:19,,2
why only limited ..... which irritates alot 😑😑☹️☹️😫😫😣😣,2025-03-31 03:18:16,,1
super 😍,2025-04-04 16:27:47,0.3.6,2
love it,2025-04-21 00:13:20,0.4.3,2
slow speed,2025-04-03 14:42:05,0.3.1,0
awesome ghibli photos,2025-04-04 17:26:35,0.3.4,2
bad,2025-04-04 11:33:16,0.3.6,0
good work woo very nice work,2025-04-06 07:52:00,0.3.7,2
best app,2025-05-12 07:25:44,0.4.17,2
good 👍 app,2025-04-07 06:32:17,0.3.8,2
nice aap,2025-03-22 06:13:32,0.2.9,2
best,2025-03-22 17:13:06,0.2.9,2
useful app,2025-03-23 09:26:51,,2
It's fantastic to see the critical examination of questions or queries by Grok before answering. I hope this will allow people to be more critical and creative in future.,2025-03-21 02:15:24,0.2.6,2
niche hai,2025-04-07 03:58:43,0.3.9,2
really awasome,2025-03-30 20:24:36,0.3.3,2
సూపర్,2025-05-04 07:57:14,0.4.14,2
yes bahut achha jankaari milrahi hai,2025-03-29 20:03:12,0.2.8,2
That is a great tool when researching.,2025-07-03 16:50:38,0.5.25,2
I would 100% recommend this. very fast in image creation and processing,2025-07-05 15:38:41,0.6.4,2
"love it ‼️ It's like an internet search in the 1990's was - you actually get usable info, not paid advertising results.",2025-06-12 17:18:39,0.5.17,2
nice,2025-03-22 17:31:28,0.2.9,2
"Unable to sign in with X, it simply says ""failed to generate user credentials, please try again later"". You'd think an app from the same company would integrate flawlessly. If something as simple as signing in is broken, what else is broken? Update: the same error appears when trying to use the model. App is fundamentally useless to me.",2025-06-09 20:33:03,0.5.16,0
A.I. wife,2025-03-28 02:10:04,0.3.1,2
nice,2025-05-04 05:27:48,0.4.14,2
Great 👍👍👍,2025-04-14 08:31:18,0.3.11,2
good just wanted to add some realtime voice conversation! by the grok is so cool this is more faster than chatgpt .,2025-03-28 20:39:25,0.3.2,2
Good,2025-04-03 11:05:48,0.3.6,2
Riyality,2025-03-25 18:18:31,0.3.1,2
good,2025-04-05 14:47:05,0.3.7,2
the best AI I've ever used!,2025-03-22 12:57:34,0.2.9,2
One of the best AI platform,2025-06-29 19:55:44,0.5.25,2
very nice 🙂,2025-05-23 22:56:54,0.5.5,2
Extremely efficient 👌🏿,2025-03-24 18:44:06,0.2.9,2
greatest programmer ever,2025-03-09 20:39:42,0.2.0,2
amezing,2025-04-04 12:40:20,0.3.2,2
poor,2025-03-29 07:22:54,0.3.2,0
good ai,2025-04-01 07:48:08,0.3.3,2
Just too good!,2025-03-22 16:40:45,0.2.9,2
It's helpful elon sir it's good for students!,2025-05-19 08:02:31,0.5.2,2
